team,player,category,CAR,YDS,AVG,TD,LONG
PHI,Boston Scott,rushing,54,217,3.92,3,21
PHI,Gardner Minshew II,rushing,7,3,-0.18,1,3
PHI,Jalen Hurts,rushing,165,760,4.5,13,42
PHI,Kenny Gainwell,rushing,53,240,4.23,4,13
PHI,Miles Sanders,rushing,259,1269,4.88,11,40
PHI,Quez Watkins,rushing,3,1,-0.5,0,4
PHI,Trey Sermon,rushing,2,19,9.5,0,14
PHI,Zach Pascal,rushing,1,0,0.0,0,0
