team,player,category,REC,YDS,AVG,TD,LONG,TGTS
PHI,A.J. Brown,receiving,88,1496,16.38,11,78,145
PHI,Boston Scott,receiving,5,15,2.6,0,5,6
PHI,Dallas Goedert,receiving,55,702,13.19,3,31,69
PHI,DeVonta Smith,receiving,95,1196,11.66,7,45,136
PHI,Grant Calcaterra,receiving,5,81,13.8,0,40,9
PHI,Jack Stoll,receiving,11,123,9.52,0,26,14
PHI,Kenny Gainwell,receiving,23,169,6.41,0,20,29
PHI,Miles Sanders,receiving,20,78,2.66,0,16,26
PHI,Noah Togiai,receiving,0,0,0.0,0,0,1
PHI,Quez Watkins,receiving,33,354,8.76,3,53,51
PHI,Zach Pascal,receiving,15,150,7.88,1,34,19
