team,player,category,PCT,LONG,PTS,FG_MADE,FG_ATT,EX_MADE,EX_ATT
PHI,Cameron Dicker,kicking,100.0,42,8,2,2,2,2
PHI,Jake Elliott,kicking,68.75,56,111,20,23,51,53
