team,player,category,PCT,LONG,PTS,FG_MADE,FG_ATT,EX_MADE,EX_ATT
ARI,Matt Prater,kicking,100.0,55,13,3,3,4,4
ATL,Younghoe Koo,kicking,100.0,25,6,1,1,3,3
BAL,Justin Tucker,kicking,100.0,46,11,3,3,2,2
BUF,Tyler Bass,kicking,100.0,33,16,4,4,4,4
CAR,Zane Gonzalez,kicking,0.0,0,4,0,1,4,4
CHI,Cairo Santos,kicking,100.0,33,6,1,1,3,3
CIN,Evan McPherson,kicking,50.0,35,6,1,2,3,3
CLE,Chase McLaughlin,kicking,100.0,53,6,2,2,0,0
DAL,Greg Zuerlein,kicking,100.0,37,6,1,1,3,3
DEN,Brandon McManus,kicking,0.0,0,1,0,0,1,1
DET,Ryan Santoso,kicking,0.0,0,2,0,0,2,2
GB,Mason Crosby,kicking,100.0,29,9,2,2,3,3
IND,Rodrigo Blankenship,kicking,100.0,43,9,2,2,3,3
JAX,Matthew Wright,kicking,0.0,0,3,0,0,3,3
KC,Harrison Butker,kicking,0.0,0,6,0,0,6,6
LAC,Tristan Vizcaino,kicking,0.0,0,4,0,0,4,4
LAR,Matt Gay,kicking,67.0,42,8,2,3,2,2
LV,Daniel Carlson,kicking,0.0,0,2,0,1,2,2
MIA,Jason Sanders,kicking,100.0,38,5,1,1,2,2
MIN,Greg Joseph,kicking,0.0,0,1,0,0,1,1
NE,Nick Folk,kicking,50.0,27,5,1,2,2,2
NO,Aldrick Rosas,kicking,0.0,0,3,0,1,3,3
NYG,Graham Gano,kicking,67.0,48,7,2,3,1,1
NYJ,Matt Ammendola,kicking,100.0,27,9,2,2,3,3
PHI,Jake Elliott,kicking,100.0,31,12,3,3,3,3
PIT,Chris Boswell,kicking,100.0,52,5,1,1,2,2
SEA,Jason Myers,kicking,0.0,0,4,0,0,4,4
SF,Mitch Wishnowsky,kicking,0.0,0,1,0,1,1,2
TB,Ryan Succop,kicking,80.0,48,13,4,5,1,1
TEN,Randy Bullock,kicking,75.0,46,10,3,4,1,1
WSH,Dustin Hopkins,kicking,100.0,21,4,1,1,1,3
