team,player,category,FUM,LOST
ARI,Budda Baker,fumbles,0,0
ARI,James Conner,fumbles,1,0
ATL,Hayden Hurst,fumbles,1,0
BUF,Stefon Diggs,fumbles,1,0
BUF,Josh Allen,fumbles,1,0
BUF,Devin Singletary,fumbles,1,0
BUF,Emmanuel Sanders,fumbles,0,0
BUF,A.J. Klein,fumbles,0,0
BUF,Daryl Williams,fumbles,0,0
CHI,Bilal Nichols,fumbles,0,0
CHI,Justin Fields,fumbles,1,0
CHI,Khalil Mack,fumbles,0,0
DAL,Dak Prescott,fumbles,0,0
DAL,Tyler Biadasz,fumbles,1,0
DET,Jared Goff,fumbles,3,2
GB,Kenny Clark,fumbles,0,0
GB,Aaron Jones Sr.,fumbles,1,1
HOU,Davis Mills,fumbles,1,0
HOU,Jordan Akins,fumbles,1,1
IND,Nyheim Hines,fumbles,1,1
IND,Ashton Dulin,fumbles,0,0
IND,Shaquille Leonard,fumbles,0,0
JAX,Jamal Agnew,fumbles,1,0
KC,Jerick McKinnon,fumbles,0,0
KC,Byron Pringle,fumbles,1,0
LAR,Sony Michel,fumbles,1,1
LV,Derek Carr,fumbles,1,0
LV,John Simpson,fumbles,0,0
LV,Hunter Renfrow,fumbles,1,0
MIA,Blake Ferguson,fumbles,0,0
MIA,Jakeem Grant Sr.,fumbles,1,1
MIA,Jacoby Brissett,fumbles,2,1
NE,J.J. Taylor,fumbles,1,1
NYG,Kyle Rudolph,fumbles,0,0
NYG,John Ross,fumbles,1,0
NYG,Saquon Barkley,fumbles,1,0
NYJ,Corey Davis,fumbles,1,0
NYJ,Ty Johnson,fumbles,1,0
NYJ,Trevon Wesco,fumbles,0,0
NYJ,Zach Wilson,fumbles,1,0
PHI,Nate Herbig,fumbles,0,0
PHI,Jalen Hurts,fumbles,1,0
PHI,Dallas Goedert,fumbles,1,0
PIT,T.J. Watt,fumbles,0,0
PIT,Ben Roethlisberger,fumbles,1,1
SEA,Will Dissly,fumbles,1,0
SEA,Jon Rhattigan,fumbles,0,0
SEA,Freddie Swain,fumbles,1,0
SEA,Russell Wilson,fumbles,1,0
SF,Trenton Cannon,fumbles,1,1
TB,Richard Sherman,fumbles,0,0
TEN,Aaron Brewer,fumbles,1,0
TEN,Ryan Tannehill,fumbles,0,0
