team,player,category,CAR,YDS,AVG,TD,LONG
ARI,James Conner,rushing,23,106,4.6,1,22
ARI,Joshua Dobbs,rushing,3,41,13.7,1,23
ARI,Emari Demercado,rushing,1,-2,-2.0,0,-2
ARI,Keaontay Ingram,rushing,2,6,3.0,0,5
ATL,Bijan Robinson,rushing,19,124,6.5,0,19
ATL,Tyler Allgeier,rushing,16,48,3.0,0,10
ATL,Desmond Ridder,rushing,10,39,3.9,1,9
BAL,Zay Flowers,rushing,1,6,6.0,0,6
BAL,Devin Duvernay,rushing,3,15,5.0,0,8
BAL,Justice Hill,rushing,11,41,3.7,0,11
BAL,Lamar Jackson,rushing,12,54,4.5,0,12
BAL,Gus Edwards,rushing,10,62,6.2,1,20
BUF,Kyle Allen,rushing,2,-2,-1.0,0,-1
BUF,Josh Allen,rushing,3,7,2.3,0,3
BUF,Latavius Murray,rushing,6,22,3.7,1,8
BUF,James Cook III,rushing,17,123,7.2,0,36
BUF,Damien Harris,rushing,7,33,4.7,1,11
CAR,Miles Sanders,rushing,14,43,3.1,0,13
CAR,Bryce Young,rushing,2,34,17.0,0,26
CAR,Chuba Hubbard,rushing,2,16,8.0,0,14
CAR,Laviska Shenault Jr.,rushing,1,7,7.0,0,7
CHI,Khalil Herbert,rushing,7,35,5.0,0,8
CHI,Roschon Johnson,rushing,4,32,8.0,0,29
CHI,Justin Fields,rushing,4,3,0.8,1,5
CHI,Velus Jones Jr.,rushing,1,-3,-3.0,0,-3
CIN,Joe Burrow,rushing,1,5,5.0,0,5
CIN,Joe Mixon,rushing,13,59,4.5,0,14
CIN,Chase Brown,rushing,1,2,2.0,0,2
CLE,Elijah Moore,rushing,1,5,5.0,0,5
CLE,Deshaun Watson,rushing,6,22,3.7,0,12
CLE,Nick Chubb,rushing,10,64,6.4,0,20
CLE,Jerome Ford,rushing,16,106,6.6,0,69
CLE,Pierre Strong Jr.,rushing,2,1,0.5,1,1
DAL,Peyton Hendershot,rushing,1,0,0.0,0,0
DAL,Dak Prescott,rushing,6,14,2.3,0,15
DAL,KaVontae Turpin,rushing,2,6,3.0,0,6
DAL,Rico Dowdle,rushing,7,26,3.7,0,9
DAL,Tony Pollard,rushing,25,72,2.9,0,23
DAL,Deuce Vaughn,rushing,3,16,5.3,0,13
DEN,Jaleel McLaughlin,rushing,1,5,5.0,1,5
DEN,Russell Wilson,rushing,6,56,9.3,0,15
DEN,Javonte Williams,rushing,12,44,3.7,0,15
DEN,Marvin Mims Jr.,rushing,2,10,5.0,0,8
DEN,Samaje Perine,rushing,1,4,4.0,0,4
DEN,Michael Burton,rushing,1,3,3.0,0,3
DET,Kalif Raymond,rushing,1,11,11.0,0,11
DET,Jahmyr Gibbs,rushing,7,17,2.4,0,8
DET,David Montgomery,rushing,16,67,4.2,1,16
DET,Craig Reynolds,rushing,3,7,2.3,0,5
