team,player,category,PCT,LONG,PTS,FG_MADE,FG_ATT,EX_MADE,EX_ATT
ARI,Matt Prater,kicking,67.0,44,8,2,3,2,2
ATL,Younghoe Koo,kicking,100.0,39,13,4,4,1,2
BAL,Justin Tucker,kicking,67.0,44,9,2,3,3,3
BUF,Tyler Bass,kicking,100.0,29,8,1,1,5,5
CAR,Eddy Pineiro,kicking,100.0,54,9,3,3,0,0
CHI,Cairo Santos,kicking,100.0,52,5,1,1,2,2
CIN,Evan McPherson,kicking,100.0,27,6,1,1,3,3
CLE,Dustin Hopkins,kicking,67.0,55,6,2,3,0,0
DAL,Brandon Aubrey,kicking,100.0,55,16,5,5,1,1
DEN,Wil Lutz,kicking,100.0,32,9,2,2,3,3
DET,Riley Patterson,kicking,100.0,38,7,1,1,4,4
GB,Anders Carlson,kicking,100.0,33,6,1,1,3,3
HOU,Ka'imi Fairbairn,kicking,67.0,36,8,2,3,2,2
IND,Matt Gay,kicking,100.0,42,7,1,1,4,4
JAX,Brandon McManus,kicking,100.0,49,9,3,3,0,0
KC,Harrison Butker,kicking,100.0,38,5,1,1,2,2
LAC,Cameron Dicker,kicking,100.0,33,10,3,3,1,1
LAR,Brett Maher,kicking,100.0,48,11,3,3,2,2
LV,Daniel Carlson,kicking,100.0,47,4,1,1,1,1
MIA,Jason Sanders,kicking,33.0,23,6,1,3,3,3
MIN,Greg Joseph,kicking,0.0,0,4,0,0,4,4
NE,Chad Ryland,kicking,100.0,49,5,1,1,2,2
NO,Blake Grupe,kicking,100.0,28,8,2,2,2,2
NYG,Graham Gano,kicking,100.0,34,7,1,1,4,4
NYJ,Austin Seibert,kicking,100.0,34,4,1,1,1,1
PHI,Jake Elliott,kicking,67.0,61,10,2,3,4,4
PIT,Chris Boswell,kicking,100.0,52,8,2,2,2,2
SEA,Jason Myers,kicking,33.0,25,7,1,3,4,4
SF,Jake Moody,kicking,100.0,57,12,3,3,3,3
TB,Chase McLaughlin,kicking,67.0,26,9,2,3,3,3
TEN,Nick Folk,kicking,100.0,41,9,2,2,3,3
WSH,Joey Slye,kicking,50.0,49,9,2,4,3,3
