team,player,category,FUM,LOST
ARI,Jalen Thompson,fumbles,0,0
ARI,Greg Dortch,fumbles,1,0
BUF,Javon Solomon,fumbles,0,0
BUF,Mitchell Trubisky,fumbles,1,0
CAR,Miles Sanders,fumbles,1,0
CHI,Jonathan Owens,fumbles,0,0
CHI,T.J. Edwards,fumbles,0,0
CHI,Caleb Williams,fumbles,1,0
CHI,DJ Moore,fumbles,1,1
CIN,DJ Ivey,fumbles,1,1
CIN,Khalil Herbert,fumbles,1,0
CIN,Joe Burrow,fumbles,1,0
CIN,Akeem Davis-Gaither,fumbles,0,0
DAL,C.J. Goodwin,fumbles,0,0
GB,Malik Willis,fumbles,1,1
GB,Jayden Reed,fumbles,1,1
GB,Xavier McKinney,fumbles,1,0
GB,Matt Orzech,fumbles,1,0
GB,Daniel Whelan,fumbles,0,0
GB,Edgerrin Cooper,fumbles,0,0
GB,Javon Bullard,fumbles,0,0
HOU,Derek Barnett,fumbles,0,0
HOU,Robert Woods,fumbles,1,1
HOU,Dameon Pierce,fumbles,1,0
JAX,Parker Washington,fumbles,1,0
KC,Creed Humphrey,fumbles,1,0
KC,C.J. Hanson,fumbles,0,0
KC,Carson Wentz,fumbles,0,0
KC,Chris Oladokun,fumbles,1,0
LAC,Derius Davis,fumbles,1,0
MIA,Tyler Huntley,fumbles,4,1
MIA,Jonnu Smith,fumbles,1,1
MIA,Terron Armstead,fumbles,0,0
NE,Joe Milton III,fumbles,1,1
NYG,Drew Lock,fumbles,1,0
NYJ,Xavier Gipson,fumbles,1,0
NYJ,Quincy Williams,fumbles,0,0
NYJ,Solomon Thomas,fumbles,0,0
PHI,Nick Gates,fumbles,1,0
PHI,Tanner McKee,fumbles,0,0
PIT,Calvin Austin III,fumbles,1,1
PIT,Corliss Waitman,fumbles,1,0
PIT,Connor Heyward,fumbles,0,0
SF,Joshua Dobbs,fumbles,2,1
SF,Patrick Taylor Jr.,fumbles,0,0
SF,Nick Zakelj,fumbles,0,0
SF,Eric Saubert,fumbles,1,0
TB,Jack Browning,fumbles,1,0
TEN,David Martin-Robinson,fumbles,0,0
TEN,Will Levis,fumbles,2,1
TEN,Jarvis Brownlee Jr.,fumbles,0,0
WSH,Jamison Crowder,fumbles,1,1
