team,player,category,CAR,YDS,AVG,TD,LONG
ARI,Tony Jones Jr.,rushing,4,55,13.8,1,46
ARI,Michael Carter,rushing,17,43,2.5,1,9
ARI,DeeJay Dallas,rushing,1,22,22.0,0,22
ARI,Kyler Murray,rushing,3,22,7.3,0,9
ARI,Greg Dortch,rushing,1,7,7.0,0,7
ARI,Clayton Tune,rushing,1,2,2.0,0,2
ATL,Michael Penix Jr.,rushing,1,5,5.0,1,5
ATL,Tyler Allgeier,rushing,9,52,5.8,0,17
ATL,Bijan Robinson,rushing,28,170,6.1,2,20
BAL,Zay Flowers,rushing,1,9,9.0,0,9
BAL,Keaton Mitchell,rushing,4,10,2.5,0,4
BAL,Lamar Jackson,rushing,9,63,7.0,0,19
BAL,Derrick Henry,rushing,20,138,6.9,2,43
BAL,Mark Andrews,rushing,1,0,0.0,0,0
BUF,James Cook III,rushing,10,28,2.8,1,7
BUF,Keon Coleman,rushing,1,9,9.0,0,9
BUF,Mitchell Trubisky,rushing,4,12,3.0,0,8
BUF,Ty Johnson,rushing,2,13,6.5,0,13
BUF,Reggie Gilliam,rushing,1,4,4.0,0,4
BUF,Ray Davis,rushing,15,64,4.3,0,23
CAR,Bryce Young,rushing,5,24,4.8,2,11
CAR,Raheem Blackshear,rushing,4,47,11.8,0,26
CAR,Miles Sanders,rushing,17,66,3.9,1,11
CAR,Mike Boone,rushing,4,18,4.5,0,7
CHI,Roschon Johnson,rushing,2,3,1.5,0,7
CHI,DJ Moore,rushing,1,5,5.0,0,5
CHI,Caleb Williams,rushing,3,10,3.3,0,4
CHI,D'Andre Swift,rushing,20,65,3.3,1,14
CIN,Khalil Herbert,rushing,20,69,3.5,0,8
CIN,Joe Burrow,rushing,1,-1,-1.0,0,-1
CLE,D'Onta Foreman,rushing,10,27,2.7,0,8
CLE,Jacob Kibodi,rushing,5,24,4.8,0,17
CLE,Dorian Thompson-Robinson,rushing,2,3,1.5,0,3
CLE,Bailey Zappe,rushing,2,2,1.0,0,3
DAL,Rico Dowdle,rushing,22,72,3.3,1,10
DAL,Deuce Vaughn,rushing,6,37,6.2,0,12
DAL,Brandin Cooks,rushing,1,-5,-5.0,0,-5
DAL,KaVontae Turpin,rushing,1,5,5.0,0,5
DAL,Hunter Luepke,rushing,3,15,5.0,0,10
DAL,Trey Lance,rushing,6,26,4.3,0,9
DEN,Jarrett Stidham,rushing,2,7,3.5,0,8
DEN,Javonte Williams,rushing,5,28,5.6,0,10
DEN,Jaleel McLaughlin,rushing,16,39,2.4,0,9
DEN,Bo Nix,rushing,7,47,6.7,0,27
DEN,Michael Burton,rushing,1,3,3.0,0,3
DEN,Audric Estime,rushing,12,34,2.8,1,6
DET,Jahmyr Gibbs,rushing,23,139,6.0,3,47
DET,Craig Reynolds,rushing,8,39,4.9,0,17
GB,Josh Jacobs,rushing,6,44,7.3,1,12
GB,Malik Willis,rushing,1,3,3.0,0,3
GB,Bo Melton,rushing,1,1,1.0,0,1
GB,Emanuel Wilson,rushing,14,73,5.2,1,21
GB,Chris Brooks,rushing,8,59,7.4,0,23
GB,Jayden Reed,rushing,3,3,1.0,0,4
