team,player,category,INT,YDS,TD
ARI,Sean Murphy-Bunting,interceptions,1,0,0
ARI,Kei'Trel Clark,interceptions,1,0,0
BAL,Nate Wiggins,interceptions,1,26,1
BAL,Michael Pierce,interceptions,1,6,0
CAR,Mike Jackson,interceptions,1,19,0
GB,Xavier McKinney,interceptions,1,17,0
IND,Julian Blackmon,interceptions,1,10,0
LAC,Daiyan Henley,interceptions,1,4,0
MIA,Tyrel Dodson,interceptions,1,7,0
MIN,Ivan Pace Jr.,interceptions,1,6,0
MIN,Harrison Smith,interceptions,1,0,0
NO,Jordan Howden,interceptions,1,3,0
NYJ,Ashtyn Davis,interceptions,2,18,0
PHI,Sydney Brown,interceptions,1,21,0
PIT,Beanie Bishop,interceptions,1,0,0
SEA,Julian Love,interceptions,1,7,0
