team,player,category,REC,YDS,AVG,TD,LONG,TGTS
MIA,Adam Shaheen,receiving,12,110,8.94,0,21,16
MIA,Albert Wilson,receiving,25,213,8.07,0,64,39
MIA,Cethan Carter,receiving,2,16,8.0,0,8,2
MIA,Christian Wilkins,receiving,1,1,1.0,1,1,1
MIA,DeVante Parker,receiving,40,515,12.89,2,42,73
MIA,Duke Johnson,receiving,4,41,11.0,0,20,5
MIA,Durham Smythe,receiving,34,357,9.49,0,25,41
MIA,Hunter Long,receiving,1,8,2.67,0,8,3
MIA,Isaiah Ford,receiving,12,161,6.4,2,52,17
MIA,Jakeem Grant Sr.,receiving,2,-7,-3.5,0,0,2
MIA,Jaylen Waddle,receiving,104,1015,10.63,6,57,140
MIA,Kirk Merritt,receiving,1,13,13.0,0,13,3
MIA,Mack Hollins,receiving,14,223,9.24,4,65,28
MIA,Malcolm Brown,receiving,3,10,2.5,0,7,5
MIA,Mike Gesicki,receiving,73,780,9.56,2,40,112
MIA,Myles Gaskin,receiving,49,234,4.41,4,24,63
MIA,Patrick Laird,receiving,3,17,5.67,0,10,3
MIA,Phillip Lindsay,receiving,1,8,8.0,0,8,1
MIA,Preston Williams,receiving,6,71,5.17,0,34,16
MIA,Salvon Ahmed,receiving,12,117,8.67,0,18,19
MIA,Tommylee Lewis,receiving,1,7,7.0,0,7,2
MIA,William Fuller V,receiving,4,26,6.35,0,10,8
