team,player,category,FUM,LOST
MIA,Austin Jackson,fumbles,0,0
MIA,Austin Reiter,fumbles,2,2
MIA,Blake Ferguson,fumbles,0,0
MIA,Brandon Jones,fumbles,1,0
MIA,Chris Milton,fumbles,1,0
MIA,Christian Wilkins,fumbles,1,0
MIA,Clayton Fejedelem,fumbles,1,1
MIA,Duke Johnson,fumbles,0,0
MIA,Emmanuel Ogbah,fumbles,0,0
MIA,Jacoby Brissett,fumbles,6,3
MIA,Jaelan Phillips,fumbles,0,0
MIA,Jakeem Grant Sr.,fumbles,2,2
MIA,Jaylen Waddle,fumbles,2,1
MIA,Jesse Davis,fumbles,0,0
MIA,Jevon Holland,fumbles,2,1
MIA,Liam Eichenberg,fumbles,0,0
MIA,Myles Gaskin,fumbles,2,1
MIA,Nik Needham,fumbles,0,0
MIA,Robert Hunt,fumbles,0,0
MIA,Sam Eguavoen,fumbles,0,0
MIA,Tua Tagovailoa,fumbles,9,1
MIA,Xavien Howard,fumbles,0,0
MIA,Zach Sieler,fumbles,0,0
