team,player,category,YDS,AVG,TD,INT,SACKS,COMP,ATT
ARI,Kyler Murray,passing,316,9.3,0,1,0,28,34
ATL,Matt Ryan,passing,243,6.8,2,0,3,27,36
BAL,Lamar Jackson,passing,287,9.3,1,1,4,16,31
BUF,Josh Allen,passing,358,8.3,4,0,0,32,43
BUF,Mitchell Trubisky,passing,1,1.0,0,0,0,1,1
CAR,Sam Darnold,passing,304,8.9,0,0,3,23,34
CHI,Justin Fields,passing,68,3.4,0,0,9,6,20
CIN,Joe Burrow,passing,172,9.6,3,1,0,14,18
CLE,Baker Mayfield,passing,246,7.9,1,0,5,19,31
DAL,Dak Prescott,passing,238,9.2,3,0,4,21,26
DEN,Teddy Bridgewater,passing,235,9.4,0,0,2,19,25
DET,D'Andre Swift,passing,0,0.0,0,0,0,0,1
DET,Jared Goff,passing,217,7.2,0,0,2,22,30
GB,Aaron Rodgers,passing,261,7.9,2,0,1,23,33
HOU,Davis Mills,passing,168,6.0,1,0,4,19,28
IND,Carson Wentz,passing,194,5.2,0,0,2,19,37
JAX,Trevor Lawrence,passing,219,6.4,1,2,3,22,34
KC,Patrick Mahomes,passing,260,5.9,3,2,2,27,44
LAC,Justin Herbert,passing,281,7.4,4,0,1,26,38
LAR,Matthew Stafford,passing,343,9.0,4,0,1,27,38
LV,Derek Carr,passing,386,9.0,2,1,3,26,43
MIA,Jacoby Brissett,passing,215,4.4,0,0,2,32,49
MIN,Kirk Cousins,passing,323,8.5,3,0,1,30,38
NE,Mac Jones,passing,270,5.3,1,3,2,30,51
NO,Jameis Winston,passing,128,6.1,2,0,3,13,21
NYG,Daniel Jones,passing,266,7.6,0,0,2,24,35
NYJ,Zach Wilson,passing,160,4.6,0,2,5,19,35
PHI,Jalen Hurts,passing,326,8.4,2,2,2,25,39
PIT,Ben Roethlisberger,passing,318,5.5,1,2,4,38,58
SEA,Russell Wilson,passing,298,9.3,1,0,2,23,32
SF,Jimmy Garoppolo,passing,257,6.4,2,1,4,25,40
TB,Tom Brady,passing,432,7.9,1,0,3,41,55
TEN,Ryan Tannehill,passing,197,7.3,3,2,1,18,27
WSH,Taylor Heinicke,passing,212,8.8,2,2,1,14,24
