team,player,category,FUM,LOST
ARI,Chandler Jones,fumbles,0,0
ARI,Zach Allen,fumbles,0,0
ARI,Antonio Hamilton Sr.,fumbles,0,0
ARI,Rondale Moore,fumbles,1,0
ATL,Isaiah Oliver,fumbles,0,0
ATL,Matt Ryan,fumbles,1,1
BAL,Lamar Jackson,fumbles,1,0
BUF,Matt Milano,fumbles,0,0
CAR,Sam Darnold,fumbles,2,0
CAR,Matt Paradis,fumbles,0,0
CHI,Nsimba Webster,fumbles,1,0
CHI,Caleb Johnson,fumbles,0,0
DAL,Dak Prescott,fumbles,2,1
DEN,Javonte Williams,fumbles,1,1
GB,De'Vondre Campbell,fumbles,0,0
GB,Aaron Jones Sr.,fumbles,1,0
HOU,Davis Mills,fumbles,0,0
HOU,Andre Roberts,fumbles,1,0
HOU,Justin Britt,fumbles,1,0
IND,Rock Ya-Sin,fumbles,0,0
IND,Shaquille Leonard,fumbles,1,0
JAX,James Robinson,fumbles,1,0
JAX,Trevor Lawrence,fumbles,2,2
JAX,Laviska Shenault Jr.,fumbles,0,0
JAX,Luke Farrell,fumbles,1,0
KC,Clyde Edwards-Helaire,fumbles,1,1
KC,Tyreek Hill,fumbles,1,1
LAC,Jalen Guyton,fumbles,1,0
LAC,Michael Davis,fumbles,0,0
LAR,Andrew Whitworth,fumbles,0,0
LAR,Tyler Higbee,fumbles,1,0
LV,Alec Ingold,fumbles,0,0
LV,Derek Carr,fumbles,0,0
LV,Andre James,fumbles,1,0
LV,Peyton Barber,fumbles,1,0
MIA,Jacoby Brissett,fumbles,1,0
MIA,Jaylen Waddle,fumbles,1,0
MIA,Austin Jackson,fumbles,0,0
MIN,Kirk Cousins,fumbles,1,0
NYG,Lorenzo Carter,fumbles,0,0
NYG,Evan Engram,fumbles,1,1
NYG,Daniel Jones,fumbles,2,0
NYJ,Del'Shawn Phillips,fumbles,0,0
PHI,Fletcher Cox,fumbles,0,0
PIT,Ray-Ray McCloud III,fumbles,1,0
SF,Jimmy Garoppolo,fumbles,1,1
SF,Alex Mack,fumbles,1,0
TB,Tom Brady,fumbles,1,0
TB,Giovani Bernard,fumbles,1,0
TEN,Nick Westbrook-Ikhine,fumbles,1,1
WSH,Chase Roullier,fumbles,1,0
WSH,Logan Thomas,fumbles,1,1
WSH,Taylor Heinicke,fumbles,0,0
