team,player,category,CAR,YDS,AVG,TD,LONG
ARI,Rondale Moore,rushing,1,3,3.0,0,3
ARI,Kyler Murray,rushing,7,19,2.7,1,9
ARI,Chase Edmonds,rushing,11,26,2.4,0,7
ARI,James Conner,rushing,11,43,3.9,2,11
ATL,Mike Davis,rushing,12,50,4.2,0,11
ATL,Matt Ryan,rushing,1,-1,-1.0,0,-1
ATL,Cordarrelle Patterson,rushing,7,20,2.9,0,11
BAL,Devonta Freeman,rushing,3,8,2.7,0,5
BAL,Ty'Son Williams,rushing,5,22,4.4,0,12
BAL,Latavius Murray,rushing,7,28,4.0,0,8
BAL,Lamar Jackson,rushing,7,58,8.3,0,31
BUF,Isaiah McKenzie,rushing,1,8,8.0,0,8
BUF,Josh Allen,rushing,4,9,2.3,1,4
BUF,Mitchell Trubisky,rushing,4,19,4.8,0,22
BUF,Devin Singletary,rushing,11,26,2.4,0,7
BUF,Zack Moss,rushing,13,60,4.6,0,9
CAR,Chuba Hubbard,rushing,11,52,4.7,0,14
CAR,Tommy Tremble,rushing,1,7,7.0,1,7
CAR,Sam Darnold,rushing,8,11,1.4,2,5
CAR,Royce Freeman,rushing,5,17,3.4,0,13
CAR,Christian McCaffrey,rushing,7,31,4.4,0,10
CAR,DJ Moore,rushing,1,-1,-1.0,0,-1
CHI,David Montgomery,rushing,10,34,3.4,0,16
CHI,Justin Fields,rushing,3,12,4.0,0,7
CIN,Samaje Perine,rushing,1,-1,-1.0,0,-1
CIN,Joe Mixon,rushing,18,90,5.0,0,27
CIN,Joe Burrow,rushing,5,7,1.4,0,8
CLE,Case Keenum,rushing,3,0,0.0,0,2
CLE,Odell Beckham Jr.,rushing,1,10,10.0,0,10
CLE,Baker Mayfield,rushing,4,31,7.8,0,12
CLE,Kareem Hunt,rushing,10,81,8.1,1,29
CLE,Nick Chubb,rushing,22,84,3.8,0,14
CLE,D'Ernest Johnson,rushing,2,9,4.5,0,5
DAL,Ezekiel Elliott,rushing,17,95,5.6,2,13
DAL,Tony Pollard,rushing,11,60,5.5,0,11
DAL,Dak Prescott,rushing,9,6,0.7,0,5
DAL,Corey Clement,rushing,3,0,0.0,0,5
DAL,CeeDee Lamb,rushing,1,-1,-1.0,0,-1
DEN,Teddy Bridgewater,rushing,4,24,6.0,0,13
DEN,Melvin Gordon III,rushing,18,60,3.3,1,11
DEN,Javonte Williams,rushing,12,29,2.4,1,14
DEN,Damarea Crockett,rushing,3,7,2.3,0,6
DET,D'Andre Swift,rushing,14,47,3.4,1,14
DET,Jamaal Williams,rushing,12,42,3.5,1,14
DET,Jared Goff,rushing,1,4,4.0,0,4
GB,AJ Dillon,rushing,6,18,3.0,0,6
GB,Aaron Jones Sr.,rushing,19,82,4.3,1,12
HOU,David Johnson,rushing,2,11,5.5,0,7
HOU,Brandin Cooks,rushing,1,5,5.0,0,5
HOU,Phillip Lindsay,rushing,7,5,0.7,0,3
HOU,Davis Mills,rushing,1,0,0.0,0,0
HOU,Mark Ingram II,rushing,6,21,3.5,0,6
IND,Jonathan Taylor,rushing,10,64,6.4,0,23
IND,Nyheim Hines,rushing,6,25,4.2,1,9
IND,Michael Pittman Jr.,rushing,1,5,5.0,0,5
IND,Ashton Dulin,rushing,1,-7,-7.0,0,-7
JAX,Trevor Lawrence,rushing,6,27,4.5,0,10
JAX,Carlos Hyde,rushing,8,44,5.5,0,18
JAX,James Robinson,rushing,15,88,5.9,1,21
KC,Tyreek Hill,rushing,1,11,11.0,0,11
KC,Darrel Williams,rushing,7,28,4.0,0,7
KC,Patrick Mahomes,rushing,4,45,11.3,0,21
KC,Clyde Edwards-Helaire,rushing,17,100,5.9,0,14
KC,Mecole Hardman Jr.,rushing,1,2,2.0,0,2
LAC,Austin Ekeler,rushing,11,55,5.0,0,11
LAC,Justin Herbert,rushing,4,16,4.0,0,9
LAC,Jalen Guyton,rushing,1,3,3.0,0,3
LAC,Justin Jackson,rushing,2,0,0.0,0,1
LAC,Larry Rountree III,rushing,4,3,0.8,0,4
LAR,Jake Funk,rushing,1,6,6.0,0,6
LAR,Sony Michel,rushing,20,67,3.4,0,15
LAR,Robert Woods,rushing,1,5,5.0,0,5
LAR,Matthew Stafford,rushing,2,-2,-1.0,0,-1
LV,Peyton Barber,rushing,23,111,4.8,1,27
LV,Kenyan Drake,rushing,8,24,3.0,0,6
LV,Henry Ruggs III,rushing,1,7,7.0,0,7
LV,Derek Carr,rushing,2,-2,-1.0,0,-1
LV,Alec Ingold,rushing,1,0,0.0,0,0
MIA,Jacoby Brissett,rushing,7,37,5.3,1,19
MIA,Myles Gaskin,rushing,13,65,5.0,0,15
MIA,Malcolm Brown,rushing,7,31,4.4,1,24
MIN,Ameer Abdullah,rushing,5,24,4.8,0,9
MIN,C.J. Ham,rushing,2,2,1.0,0,2
MIN,Kirk Cousins,rushing,1,2,2.0,0,2
MIN,Alexander Mattison,rushing,26,112,4.3,0,24
NE,Mac Jones,rushing,6,28,4.7,0,12
NE,James White,rushing,1,6,6.0,0,6
NE,J.J. Taylor,rushing,1,2,2.0,0,2
NE,Brandon Bolden,rushing,3,-1,-0.3,0,0
NE,Damien Harris,rushing,6,14,2.3,0,7
NO,Jameis Winston,rushing,5,4,0.8,0,3
NO,Tony Jones Jr.,rushing,2,12,6.0,0,7
NO,Taysom Hill,rushing,6,32,5.3,1,14
NO,Alvin Kamara,rushing,24,89,3.7,0,11
NO,Alex Armah,rushing,1,5,5.0,0,5
NYG,Gary Brightwell,rushing,1,4,4.0,0,4
NYG,Elijhaa Penny,rushing,2,6,3.0,0,4
NYG,Daniel Jones,rushing,8,39,4.9,0,12
NYG,Saquon Barkley,rushing,16,51,3.2,1,15
NYJ,Michael Carter,rushing,9,24,2.7,0,8
NYJ,Zach Wilson,rushing,1,2,2.0,0,2
NYJ,Ty Johnson,rushing,3,17,5.7,0,13
PHI,Kenny Gainwell,rushing,1,2,2.0,0,2
PHI,Miles Sanders,rushing,2,27,13.5,0,24
