team,player,category,PCT,LONG,PTS,FG_MADE,FG_ATT,EX_MADE,EX_ATT
IND,Chase McLaughlin,kicking,82.8,54,111,30,36,21,21
IND,Rodrigo Blankenship,kicking,67.0,45,8,2,3,2,2
