team,player,category,REC,YDS,AVG,TD,LONG,TGTS
IND,Alec Pierce,receiving,41,593,11.39,2,47,78
IND,Ashton Dulin,receiving,15,207,13.09,1,39,22
IND,Deon Jackson,receiving,30,209,4.88,1,27,34
IND,Dezmon Patmon,receiving,2,24,12.0,0,17,6
IND,Jelani Woods,receiving,25,312,12.58,3,36,40
IND,Jonathan Taylor,receiving,28,143,5.4,0,19,40
IND,Jordan Wilkins,receiving,6,29,3.6,0,10,8
IND,Keke Coutee,receiving,1,20,20.0,0,20,1
IND,Kylen Granson,receiving,31,302,9.28,0,32,40
IND,Michael Pittman Jr.,receiving,99,925,9.3,4,28,141
IND,Michael Strachan,receiving,3,59,8.2,0,23,9
IND,Mo Alie-Cox,receiving,19,189,6.55,3,34,28
IND,Nyheim Hines,receiving,25,188,7.34,0,22,28
IND,Parris Campbell,receiving,63,623,9.74,3,49,91
IND,Phillip Lindsay,receiving,6,19,2.13,0,7,8
IND,Zack Moss,receiving,4,12,2.43,0,5,5
