team,player,category,PCT,LONG,PTS,FG_MADE,FG_ATT,EX_MADE,EX_ATT
LAC,Dustin Hopkins,kicking,77.27,50,84,18,20,30,32
LAC,Tristan Vizcaino,kicking,45.83,46,28,6,7,10,15
