week,opponent,result
1,SEA,LOSS
2,HOU,WIN
3,SF,WIN
4,LV,LOSS
5,IND,LOSS
6,LAC,LOSS
7,NYJ,LOSS
8,JAX,WIN
9,BYE,BYE
10,TEN,LOSS
11,LV,LOSS
12,CAR,LOSS
13,BAL,LOSS
14,KC,LOSS
15,ARI,WIN
16,LAR,LOSS
17,KC,LOSS
18,LAC,WIN
