team,player,category,FUM,LOST
ARI,Antonio Hamilton Sr.,fumbles,1,1
ARI,Bobby Price,fumbles,0,0
ARI,Cameron Thomas,fumbles,0,0
ARI,Clayton Tune,fumbles,2,1
ARI,Dante Stills,fumbles,0,0
ARI,Dennis Gardeck,fumbles,0,0
ARI,Elijah Wilkinson,fumbles,0,0
ARI,Greg Dortch,fumbles,0,0
ARI,Hjalte Froholdt,fumbles,1,0
ARI,James Conner,fumbles,0,0
ARI,Joshua Dobbs,fumbles,8,4
ARI,Kevin Strong,fumbles,0,0
ARI,Kyler Murray,fumbles,7,0
ARI,Paris Johnson Jr.,fumbles,0,0
ARI,Rondale Moore,fumbles,1,0
ARI,Trey McBride,fumbles,1,0
ARI,Zaven Collins,fumbles,0,0
