team,player,category,REC,YDS,AVG,TD,LONG,TGTS
ARI,Damien Williams,receiving,2,12,6.0,0,8,2
ARI,Elijah Higgins,receiving,14,163,10.56,1,26,19
ARI,Emari Demercado,receiving,21,119,6.06,0,22,30
ARI,Geoff Swaim,receiving,10,94,9.14,0,26,11
ARI,Greg Dortch,receiving,24,280,10.16,2,38,41
ARI,Hollywood Brown,receiving,51,574,11.35,4,41,101
ARI,James Conner,receiving,27,165,4.48,2,34,33
ARI,Keaontay Ingram,receiving,4,26,6.83,0,9,4
ARI,Michael Carter,receiving,9,33,3.02,1,8,11
ARI,Michael Wilson,receiving,38,565,13.84,3,69,58
ARI,Rondale Moore,receiving,40,352,9.9,1,48,62
ARI,Tony Jones Jr.,receiving,3,16,6.75,0,11,4
ARI,Trey McBride,receiving,81,825,9.67,3,38,106
ARI,Zach Pascal,receiving,4,19,1.37,0,9,15
