team,player,category,YDS,AVG,TD,INT,SACKS,COMP,ATT
ARI,Clayton Tune,passing,62,3.45,0,2,7,12,21
ARI,Joshua Dobbs,passing,1569,6.02,8,5,17,167,266
ARI,Kyler Murray,passing,1799,6.82,10,5,18,176,268
