team,player,category,REC,YDS,AVG,TD,LONG,TGTS
SEA,AJ Barner,receiving,52,519,10.59,6,61,68
SEA,Brady Russell,receiving,0,0,0.0,0,0,1
SEA,Cody White,receiving,3,90,30.0,1,60,4
SEA,Cooper Kupp,receiving,47,593,14.32,2,67,70
SEA,Dareke Young,receiving,2,48,16.0,0,36,3
SEA,Elijah Arroyo,receiving,15,179,7.35,1,32,26
SEA,Eric Saubert,receiving,4,31,6.5,0,12,7
SEA,George Holani,receiving,2,15,7.5,0,11,2
SEA,Jake Bobo,receiving,2,20,10.0,0,17,2
SEA,Jaxon Smith-Njigba,receiving,119,1793,15.29,10,63,163
SEA,Kenneth Walker III,receiving,31,282,8.49,0,46,36
SEA,Nick Kallerup,receiving,0,0,0.0,0,0,1
SEA,Rashid Shaheed,receiving,15,188,7.23,0,33,26
SEA,Tory Horton,receiving,13,161,8.81,5,25,22
SEA,Zach Charbonnet,receiving,20,144,7.79,0,21,24
