week,opponent,result
1,KC,WIN
2,LV,WIN
3,DEN,WIN
4,NYG,LOSS
5,WSH,LOSS
6,MIA,WIN
7,IND,LOSS
8,MIN,WIN
9,TEN,WIN
10,PIT,WIN
11,JAX,LOSS
13,LV,WIN
14,PHI,WIN
15,KC,WIN
16,DAL,WIN
17,HOU,LOSS
18,DEN,LOSS
