team,player,category,REC,YDS,AVG,TD,LONG,TGTS
LAR,Ben Skowronek,receiving,11,133,10.36,0,35,20
LAR,Brycen Hopkins,receiving,1,9,9.0,0,9,1
LAR,Cam Akers,receiving,3,10,3.3,0,6,3
LAR,Cooper Kupp,receiving,145,1947,13.78,16,59,191
LAR,Darrell Henderson Jr.,receiving,29,176,7.54,3,25,40
LAR,DeSean Jackson,receiving,8,221,21.75,1,75,15
LAR,Johnny Mundt,receiving,1,9,9.0,0,9,1
LAR,Kendall Blanton,receiving,4,37,5.62,0,23,7
LAR,Odell Beckham Jr.,receiving,27,305,10.64,5,54,48
LAR,Robert Woods,receiving,45,556,12.24,4,28,69
LAR,Sony Michel,receiving,21,128,5.92,1,24,33
LAR,Tyler Higbee,receiving,61,560,8.58,5,37,85
LAR,Van Jefferson,receiving,50,802,17.01,6,79,89
