team,player,category,YDS,AVG,TD,INT,SACKS,COMP,ATT
LAR,Cooper Kupp,passing,0,0.0,0,0,0,0,1
LAR,John Wolford,passing,5,1.25,0,1,1,1,4
LAR,Johnny Hekker,passing,2,2.0,0,0,0,1,1
LAR,Matthew Stafford,passing,4886,8.3,41,17,30,404,601
