team,player,category,CAR,YDS,AVG,TD,LONG
LAR,Buddy Howell,rushing,5,11,2.2,0,4
LAR,Cam Akers,rushing,5,3,0.6,0,2
LAR,Cooper Kupp,rushing,4,18,4.5,0,18
LAR,Darrell Henderson Jr.,rushing,149,688,5.68,5,29
LAR,Jake Funk,rushing,2,5,2.5,0,6
LAR,John Wolford,rushing,2,-1,-0.5,0,0
LAR,Johnny Hekker,rushing,1,0,0.0,0,0
LAR,Matthew Stafford,rushing,32,43,1.09,0,12
LAR,Mekhi Sargent,rushing,2,5,2.5,0,3
LAR,Robert Woods,rushing,8,46,5.66,1,16
LAR,Sony Michel,rushing,208,845,3.88,4,39
LAR,Van Jefferson,rushing,2,20,10.0,0,10
