team,player,category,TOT,SOLO,SACKS,TFL,PD,QB HTS,TD
LAR,A'Shawn Robinson,defensive,67,33,2.0,2,0,2,0
LAR,Aaron Donald,defensive,84,38,12.5,19,4,25,0
LAR,Antoine Brooks Jr.,defensive,3,2,0.0,0,0,0,0
LAR,Austin Corbett,defensive,3,3,0.0,0,0,0,0
LAR,Ben Skowronek,defensive,8,6,0.0,0,0,0,0
LAR,Bobby Brown III,defensive,1,0,0.0,0,0,0,0
LAR,Brandon Powell,defensive,0,0,0.0,0,0,0,1
LAR,Buddy Howell,defensive,2,2,0.0,0,0,0,0
LAR,Christian Rozeboom,defensive,2,2,0.0,0,0,0,0
LAR,Cooper Kupp,defensive,1,1,0.0,0,0,0,0
LAR,Darious Williams,defensive,71,60,0.0,3,9,0,0
LAR,David Edwards,defensive,1,1,0.0,0,0,0,0
LAR,David Long Jr.,defensive,40,35,0.0,0,4,0,0
LAR,DeSean Jackson,defensive,1,1,0.0,0,0,0,0
LAR,Dont'e Deayon,defensive,29,24,0.0,1,2,0,0
LAR,Ernest Jones IV,defensive,61,36,1.0,1,4,3,0
LAR,Greg Gaines,defensive,55,28,4.5,4,0,13,0
LAR,Jake Funk,defensive,2,1,0.0,0,0,0,0
LAR,Jake Gervase,defensive,2,1,0.0,0,0,0,0
LAR,Jalen Ramsey,defensive,77,62,0.0,9,16,1,0
LAR,Jamir Jones,defensive,5,3,0.0,0,0,1,0
LAR,Johnny Mundt,defensive,1,1,0.0,0,0,0,0
LAR,Jonah Williams,defensive,5,1,0.0,0,0,0,0
LAR,Jordan Fuller,defensive,113,63,0.0,1,4,0,0
LAR,JuJu Hughes,defensive,5,4,0.0,0,0,0,0
LAR,Justin Hollins,defensive,22,14,2.0,1,0,1,0
LAR,Justin Lawler,defensive,1,0,0.0,0,0,0,0
LAR,Kareem Orr,defensive,4,3,0.0,0,0,0,0
LAR,Kenny Young,defensive,46,27,2.0,6,1,2,0
LAR,Landen Akers,defensive,1,0,0.0,0,0,0,0
LAR,Leonard Floyd,defensive,70,37,9.5,7,3,18,0
LAR,Marquise Copeland,defensive,10,4,0.0,1,0,0,0
LAR,Matt Gay,defensive,1,1,0.0,0,0,0,0
LAR,Matt Orzech,defensive,1,1,0.0,0,0,0,0
LAR,Michael Hoecht,defensive,7,6,0.0,0,0,0,0
LAR,Nick Scott,defensive,47,28,0.0,0,4,0,0
LAR,Odell Beckham Jr.,defensive,2,2,0.0,0,0,0,0
LAR,Ogbo Okoronkwo,defensive,15,9,2.0,3,0,6,0
LAR,Rob Havenstein,defensive,1,1,0.0,0,0,0,0
LAR,Robert Rochell,defensive,14,11,0.0,0,4,0,0
LAR,Robert Woods,defensive,1,1,0.0,0,0,0,0
LAR,Sebastian Joseph-Day,defensive,38,23,3.0,3,0,5,0
LAR,Sony Michel,defensive,1,1,0.0,0,0,0,0
LAR,Taylor Rapp,defensive,94,64,1.5,2,6,3,0
LAR,Terrell Burgess,defensive,10,4,0.0,0,0,0,0
LAR,Terrell Lewis,defensive,22,15,3.0,4,1,3,0
LAR,Travin Howard,defensive,21,15,0.0,0,3,0,0
LAR,Troy Reeder,defensive,91,48,2.0,6,6,4,0
LAR,Van Jefferson,defensive,1,1,0.0,0,0,0,0
LAR,Von Miller,defensive,31,23,5.0,12,1,8,0
