week,opponent,result
1,HOU,WIN
2,CIN,WIN
3,IND,LOSS
4,CLE,WIN
5,PIT,LOSS
6,TEN,WIN
7,DET,WIN
8,ARI,WIN
9,SEA,WIN
10,CLE,LOSS
11,CIN,WIN
12,LAC,WIN
13,BYE,BYE
14,LAR,WIN
15,JAX,WIN
16,SF,WIN
17,MIA,WIN
18,PIT,LOSS
