team,player,category,NO,YDS,AVG,TB,In 20,LONG
ARI,Andy Lee,punting,3,132,44.0,0,1,49
ATL,Thomas Morstead,punting,2,99,49.5,0,1,53
BAL,Sam Koch,punting,1,42,42.0,0,0,42
BUF,Matt Haack,punting,5,188,37.6,0,1,43
CAR,Lachlan Edwards,punting,4,182,45.5,0,1,54
CHI,Pat O'Donnell,punting,3,161,53.7,0,1,72
CIN,Kevin Huber,punting,7,368,52.6,0,3,61
CLE,Dustin Colquitt,punting,7,313,44.7,0,2,51
DAL,Bryan Anger,punting,4,160,40.0,0,4,50
DEN,Sam Martin,punting,6,309,51.5,1,2,63
DET,Jack Fox,punting,3,133,44.3,0,1,55
GB,Corey Bojorquez,punting,3,146,48.7,1,0,59
HOU,Cameron Johnston,punting,4,193,48.3,0,3,55
IND,Rigoberto Sanchez,punting,2,87,43.5,0,1,46
JAX,Logan Cooke,punting,5,237,47.4,0,1,54
KC,Tommy Townsend,punting,1,32,32.0,0,0,32
LAC,Ty Long,punting,1,41,41.0,0,0,41
LAR,Johnny Hekker,punting,3,130,43.3,0,1,51
LV,AJ Cole,punting,4,177,44.3,0,1,49
MIA,Michael Palardy,punting,3,159,53.0,0,1,56
MIN,Jordan Berry,punting,7,295,42.1,1,2,61
NE,Jake Bailey,punting,2,80,40.0,0,0,46
NO,Blake Gillikin,punting,9,412,45.8,0,4,58
NYG,Riley Dixon,punting,2,101,50.5,0,1,51
NYJ,Braden Mann,punting,6,279,46.5,0,3,63
PHI,Arryn Siposs,punting,2,75,37.5,1,1,41
PIT,Pressley Harvin III,punting,5,199,39.8,0,1,51
SEA,Michael Dickson,punting,6,297,49.5,1,3,59
SF,Mitch Wishnowsky,punting,4,196,49.0,1,0,60
TB,Bradley Pinion,punting,8,336,42.0,0,3,53
TEN,Brett Kern,punting,3,143,47.7,0,0,54
WSH,Tress Way,punting,5,240,48.0,0,1,60
