team,player,category,YDS,AVG,TD,INT,SACKS,COMP,ATT
ARI,Colt McCoy,passing,56,6.2,0,0,0,6,9
ARI,Kyler Murray,passing,257,6.3,1,1,2,23,41
ATL,Matt Ryan,passing,236,7.4,1,0,3,19,32
BAL,Tyler Huntley,passing,215,5.4,2,0,1,28,40
BUF,Josh Allen,passing,210,6.2,3,1,4,19,34
CAR,Cam Newton,passing,156,4.1,1,1,4,18,38
CHI,Justin Fields,passing,285,7.3,1,0,3,26,39
CIN,Joe Burrow,passing,157,7.1,1,0,3,15,22
CLE,Nick Mullens,passing,147,4.9,1,0,0,20,30
DAL,Dak Prescott,passing,217,5.9,1,0,3,28,37
DEN,Teddy Bridgewater,passing,98,4.5,0,0,2,12,22
DEN,Drew Lock,passing,88,7.3,1,0,1,6,12
DET,Jared Goff,passing,216,8.3,3,0,2,21,26
GB,Aaron Rodgers,passing,268,8.6,3,0,3,23,31
HOU,Davis Mills,passing,209,7.0,2,1,1,19,30
IND,Carson Wentz,passing,57,4.8,1,1,1,5,12
JAX,Trevor Lawrence,passing,210,5.5,0,0,3,22,38
KC,Patrick Mahomes,passing,410,8.7,3,1,1,31,47
LAC,Justin Herbert,passing,236,6.2,2,1,0,22,38
LAC,Keenan Allen,passing,0,0.0,0,0,0,0,1
LAR,Matthew Stafford,passing,244,8.4,2,1,4,21,29
LV,Derek Carr,passing,236,6.2,1,1,2,25,38
MIA,Tua Tagovailoa,passing,196,7.3,2,2,1,16,27
MIN,Kirk Cousins,passing,87,3.6,2,1,4,12,24
NE,Mac Jones,passing,299,6.6,2,2,1,26,45
NO,Taysom Hill,passing,154,5.7,0,0,2,13,27
NYG,Jake Fromm,passing,82,6.8,0,0,1,6,12
NYG,Mike Glennon,passing,99,4.1,0,3,0,13,24
NYJ,Keelan Cole Sr.,passing,0,0.0,0,0,0,0,1
NYJ,Zach Wilson,passing,170,7.4,0,0,6,13,23
PHI,Jalen Hurts,passing,296,11.4,1,1,3,20,26
PIT,Ben Roethlisberger,passing,148,5.9,0,0,3,16,25
SEA,Russell Wilson,passing,156,5.0,0,1,3,17,31
SF,Deebo Samuel,passing,0,0.0,0,0,0,0,1
SF,Jimmy Garoppolo,passing,235,10.2,1,0,0,18,23
TB,Tom Brady,passing,214,4.5,0,1,4,26,48
TEN,Ryan Tannehill,passing,153,4.8,0,1,4,23,32
WSH,Garrett Gilbert,passing,194,6.3,0,0,2,20,31
