team,player,category,CAR,YDS,AVG,TD,LONG
ARI,Rondale Moore,rushing,1,1,1.0,0,1
ARI,Kyler Murray,rushing,4,3,0.8,0,4
ARI,Colt McCoy,rushing,1,3,3.0,0,3
ARI,Jonathan Ward,rushing,1,6,6.0,0,6
ARI,James Conner,rushing,8,39,4.9,0,22
ARI,Chase Edmonds,rushing,6,53,8.8,0,23
ATL,Mike Davis,rushing,6,21,3.5,0,7
ATL,Matt Ryan,rushing,5,20,4.0,0,8
ATL,Cordarrelle Patterson,rushing,11,18,1.6,0,4
ATL,Qadree Ollison,rushing,1,3,3.0,0,3
BAL,Tyler Huntley,rushing,13,73,5.6,2,15
BAL,Devonta Freeman,rushing,6,22,3.7,0,7
BAL,Latavius Murray,rushing,7,48,6.9,0,16
BUF,Isaiah McKenzie,rushing,1,8,8.0,0,8
BUF,Devin Singletary,rushing,22,86,3.9,1,16
BUF,Josh Allen,rushing,3,24,8.0,0,26
BUF,Matt Breida,rushing,1,1,1.0,0,1
CAR,Robbie Chosen,rushing,2,33,16.5,0,30
CAR,Ameer Abdullah,rushing,4,7,1.8,0,7
CAR,Cam Newton,rushing,15,71,4.7,1,13
CAR,Chuba Hubbard,rushing,8,40,5.0,0,21
CHI,Jakeem Grant Sr.,rushing,2,17,8.5,0,13
CHI,Darnell Mooney,rushing,1,3,3.0,0,3
CHI,Justin Fields,rushing,7,35,5.0,0,23
CHI,David Montgomery,rushing,18,60,3.3,0,16
CIN,Joe Burrow,rushing,5,25,5.0,0,8
CIN,Joe Mixon,rushing,17,58,3.4,0,12
CIN,Samaje Perine,rushing,4,30,7.5,0,22
CLE,Nick Chubb,rushing,23,91,4.0,1,24
CLE,D'Ernest Johnson,rushing,1,-2,-2.0,0,-2
DAL,Tony Pollard,rushing,12,74,6.2,0,17
DAL,Ezekiel Elliott,rushing,16,52,3.3,1,13
DAL,Dak Prescott,rushing,2,-1,-0.5,0,0
DEN,Drew Lock,rushing,1,-2,-2.0,0,-2
DEN,Teddy Bridgewater,rushing,3,10,3.3,0,6
DEN,Melvin Gordon III,rushing,15,53,3.5,0,13
DEN,Javonte Williams,rushing,15,72,4.8,0,14
DET,Craig Reynolds,rushing,26,112,4.3,0,27
DET,Amon-Ra St. Brown,rushing,1,5,5.0,0,5
DET,Godwin Igwebuike,rushing,2,0,0.0,0,0
DET,Jermar Jefferson,rushing,5,9,1.8,0,6
GB,AJ Dillon,rushing,7,22,3.1,1,6
GB,Aaron Rodgers,rushing,4,11,2.8,0,8
GB,Allen Lazard,rushing,1,5,5.0,0,5
GB,Aaron Jones Sr.,rushing,13,58,4.5,0,11
HOU,Davis Mills,rushing,1,2,2.0,0,2
HOU,Rex Burkhead,rushing,16,41,2.6,0,8
HOU,Royce Freeman,rushing,3,8,2.7,0,4
HOU,David Johnson,rushing,6,24,4.0,0,6
IND,Carson Wentz,rushing,8,17,2.1,0,11
IND,Ashton Dulin,rushing,2,39,19.5,0,37
IND,Jonathan Taylor,rushing,29,170,5.9,1,67
JAX,Laviska Shenault Jr.,rushing,1,10,10.0,0,10
JAX,Trevor Lawrence,rushing,5,21,4.2,0,10
JAX,James Robinson,rushing,18,75,4.2,1,16
JAX,Dare Ogunbowale,rushing,1,1,1.0,0,1
KC,Patrick Mahomes,rushing,3,32,10.7,0,32
KC,Michael Burton,rushing,1,7,7.0,1,7
KC,Clyde Edwards-Helaire,rushing,9,32,3.6,0,9
KC,Blake Bell,rushing,1,3,3.0,0,3
KC,Darrel Williams,rushing,5,12,2.4,0,11
KC,Mecole Hardman Jr.,rushing,1,0,0.0,0,0
LAC,Joshua Kelley,rushing,7,21,3.0,0,7
LAC,Justin Jackson,rushing,13,86,6.6,0,22
LAC,Austin Ekeler,rushing,12,59,4.9,1,15
LAC,Justin Herbert,rushing,5,16,3.2,1,8
LAC,Andre Roberts,rushing,1,6,6.0,0,6
LAC,Gabe Nabers,rushing,1,4,4.0,0,4
LAR,Matthew Stafford,rushing,3,-3,-1.0,0,-1
LAR,Cooper Kupp,rushing,1,1,1.0,0,1
LAR,Van Jefferson,rushing,1,10,10.0,0,10
LAR,Darrell Henderson Jr.,rushing,6,23,3.8,0,6
LAR,Sony Michel,rushing,18,92,5.1,0,39
LV,Dallin Leavitt,rushing,1,2,2.0,0,2
LV,Josh Jacobs,rushing,15,52,3.5,0,9
LV,Marcus Mariota,rushing,1,3,3.0,0,3
LV,Peyton Barber,rushing,5,34,6.8,0,19
LV,Derek Carr,rushing,3,7,2.3,0,6
MIA,Tua Tagovailoa,rushing,7,19,2.7,0,9
MIA,Clayton Fejedelem,rushing,1,0,0.0,0,0
