team,player,category,INT,YDS,TD
MIN,Andrew Van Ginkel,interceptions,2,73,2
MIN,Byron Murphy Jr.,interceptions,6,2,0
MIN,Cam Bynum,interceptions,3,3,0
MIN,Dallas Turner,interceptions,1,4,0
MIN,Harrison Smith,interceptions,3,0,0
MIN,Ivan Pace Jr.,interceptions,1,6,0
MIN,Joshua Metellus,interceptions,2,16,0
MIN,Kamu Grugier-Hill,interceptions,2,5,0
MIN,Shaquill Griffin,interceptions,2,28,0
MIN,Stephon Gilmore,interceptions,1,0,0
MIN,Theo Jackson,interceptions,1,3,0
