team,player,category,REC,YDS,AVG,TD,LONG,TGTS
MIN,Aaron Jones Sr.,receiving,51,408,8.71,2,25,62
MIN,Brandon Powell,receiving,7,71,9.0,0,13,10
MIN,C.J. Ham,receiving,5,35,5.5,0,13,6
MIN,Cam Akers,receiving,10,52,5.58,2,9,11
MIN,Jalen Nailor,receiving,28,414,12.81,6,33,42
MIN,Johnny Mundt,receiving,19,142,6.81,2,20,27
MIN,Jordan Addison,receiving,63,875,13.32,9,69,99
MIN,Josh Oliver,receiving,22,258,9.85,3,28,28
MIN,Justin Jefferson,receiving,103,1533,15.33,10,97,154
MIN,Myles Gaskin,receiving,1,11,11.0,0,11,1
MIN,T.J. Hockenson,receiving,41,455,10.34,0,34,62
MIN,Trent Sherfield,receiving,8,83,10.38,1,17,9
MIN,Ty Chandler,receiving,6,42,6.93,0,10,6
