week,opponent,result
1,MIN,WIN
2,CHI,LOSS
3,PIT,WIN
4,JAX,WIN
5,GB,LOSS
6,DET,WIN
7,BAL,WIN
8,NYJ,LOSS
9,CLE,LOSS
10,BYE,BYE
11,LV,WIN
12,PIT,WIN
13,LAC,LOSS
14,SF,LOSS
15,DEN,WIN
16,BAL,WIN
17,KC,WIN
18,CLE,LOSS
