week,opponent,result
1,WSH,LOSS
2,DAL,LOSS
3,KC,LOSS
4,LAC,WIN
5,NO,LOSS
6,PHI,WIN
7,DEN,LOSS
8,PHI,LOSS
9,SF,LOSS
10,CHI,LOSS
11,GB,LOSS
12,DET,LOSS
13,NE,LOSS
15,WSH,LOSS
16,MIN,LOSS
17,LV,WIN
18,DAL,WIN
