team,player,category,REC,YDS,AVG,TD,LONG,TGTS
LAR,Austin Trammell,receiving,4,29,6.85,0,14,7
LAR,Ben Skowronek,receiving,8,66,6.12,1,20,12
LAR,Brycen Hopkins,receiving,5,78,13.62,0,29,7
LAR,Cooper Kupp,receiving,59,737,12.25,5,62,95
LAR,Darrell Henderson Jr.,receiving,10,103,9.5,0,32,14
LAR,Davis Allen,receiving,10,95,9.7,1,21,11
LAR,Demarcus Robinson,receiving,26,371,14.2,4,37,39
LAR,Kyren Williams,receiving,32,206,5.7,3,24,48
LAR,Puka Nacua,receiving,105,1486,14.18,6,80,160
LAR,Ronnie Rivers,receiving,5,22,4.25,0,10,5
LAR,Royce Freeman,receiving,1,13,6.5,0,13,2
LAR,Tutu Atwell,receiving,39,483,13.01,3,44,67
LAR,Tyler Higbee,receiving,47,495,10.13,2,33,70
LAR,Tyler Johnson,receiving,2,8,4.0,1,8,3
LAR,Van Jefferson,receiving,8,108,18.88,0,46,15
