week,opponent,result
1,LAR,WIN
2,TB,LOSS
3,ARI,WIN
4,SEA,WIN
6,DAL,WIN
7,MIN,WIN
8,TEN,WIN
9,GB,WIN
10,HOU,WIN
11,JAX,WIN
12,IND,WIN
13,CHI,WIN
14,GB,WIN
15,BUF,LOSS
16,CHI,WIN
17,SF,WIN
18,MIN,WIN
