team,player,category,INT,YDS,TD
NE,Jaylinn Hawkins,interceptions,4,1,0
NE,Marcus Jones,interceptions,3,65,1
NE,Marte Mapu,interceptions,1,20,0
NE,Robert Spillane,interceptions,2,70,0
