team,player,category,YDS,AVG,TD,INT,SACKS,QBR,RTG,COMP,ATT
NE,Drake Maye,passing,4394,9.26,31,8,0.0,74.26,114.87,354,492
NE,Joshua Dobbs,passing,65,6.32,0,0,0.0,31.68,85.15,7,10
NE,Marte Mapu,passing,0,0.0,0,0,0.0,,0.0,0,0
