team,player,category,REC,YDS,AVG,TD,LONG,TGTS
LV,Alex Bachman,receiving,3,31,10.3,0,18,3
LV,Alexander Mattison,receiving,36,294,7.62,1,31,48
LV,Ameer Abdullah,receiving,40,261,5.65,3,24,47
LV,Brock Bowers,receiving,112,1194,11.02,5,57,153
LV,Chris Collier,receiving,1,-4,-4.0,0,-4,2
LV,DJ Turner,receiving,16,158,10.02,1,30,29
LV,Davante Adams,receiving,18,209,11.33,1,30,27
LV,Divine Deablo,receiving,1,34,34.0,0,34,1
LV,Harrison Bryant,receiving,9,86,7.8,0,18,12
LV,Jakobi Meyers,receiving,87,1027,12.21,4,43,129
LV,John Samuel Shenker,receiving,1,7,7.0,0,7,1
LV,Kristian Wilkerson,receiving,2,18,9.0,1,9,3
LV,Michael Mayer,receiving,21,156,6.82,0,29,32
LV,Ramel Keyton,receiving,1,7,3.5,0,7,3
LV,Sincere McCormick,receiving,6,29,4.83,0,15,7
LV,Terrace Marshall Jr.,receiving,3,41,8.2,0,28,6
LV,Tre Tucker,receiving,47,539,12.23,3,58,81
LV,Zamir White,receiving,6,30,4.92,0,14,8
