team,player,category,NO,YDS,AVG,TB,In 20,LONG
PIT,Cameron Johnston,punting,2,103,51.5,0,1,58
PIT,Chris Boswell,punting,1,43,43.0,0,0,43
PIT,Corliss Waitman,punting,65,3015,43.92,5,27,71
