team,player,category,YDS,AVG,TD,INT,SACKS,COMP,ATT
PIT,Justin Fields,passing,1106,5.79,5,1,16,106,161
PIT,Kyle Allen,passing,19,19.0,0,0,0,1,1
PIT,Miles Killebrew,passing,0,0.0,0,0,0,0,1
PIT,Russell Wilson,passing,2482,7.36,16,5,33,214,336
