team,player,category,REC,YDS,AVG,TD,LONG,TGTS
PIT,Ben Skowronek,receiving,5,69,14.12,0,23,5
PIT,Brandon Johnson,receiving,1,9,9.0,0,9,1
PIT,Calvin Austin III,receiving,36,548,13.08,4,55,58
PIT,Connor Heyward,receiving,6,40,5.7,1,16,8
PIT,Cordarrelle Patterson,receiving,12,80,5.11,1,20,14
PIT,Darnell Washington,receiving,19,200,9.78,1,29,25
PIT,George Pickens,receiving,59,900,14.71,3,44,103
PIT,James Pierre,receiving,0,0,0.0,0,0,1
PIT,Jaylen Warren,receiving,38,310,6.91,0,29,47
PIT,Mike Williams,receiving,9,132,15.33,1,32,13
PIT,MyCole Pruitt,receiving,6,40,4.92,1,18,10
PIT,Najee Harris,receiving,36,283,6.99,0,32,48
PIT,Pat Freiermuth,receiving,65,653,10.19,7,30,78
PIT,Scotty Miller,receiving,5,69,7.05,0,21,9
PIT,Van Jefferson,receiving,24,276,9.48,2,43,40
PIT,Zach Frazier,receiving,0,-2,0.0,0,-2,0
