week,opponent,result
1,CAR,WIN
2,NYJ,LOSS
3,PIT,WIN
4,ATL,LOSS
5,LAC,LOSS
6,NE,LOSS
7,BAL,LOSS
8,CIN,WIN
9,BYE,BYE
10,MIA,LOSS
11,BUF,LOSS
12,TB,WIN
13,HOU,WIN
14,CIN,LOSS
15,BAL,WIN
16,NO,LOSS
17,WSH,WIN
18,PIT,LOSS
