week,opponent,result
1,DAL,WIN
2,ATL,WIN
3,LAR,LOSS
4,NE,WIN
5,MIA,WIN
6,PHI,WIN
7,CHI,WIN
8,NO,LOSS
9,BYE,BYE
10,WSH,LOSS
11,NYG,WIN
12,IND,WIN
13,ATL,WIN
14,BUF,WIN
15,NO,LOSS
16,CAR,WIN
17,NYJ,WIN
18,CAR,WIN
