team,player,category,FUM,LOST
PHI,Avonte Maddox,fumbles,1,1
PHI,Cam Jurgens,fumbles,1,0
PHI,Cooper DeJean,fumbles,2,2
PHI,Dallas Goedert,fumbles,2,0
PHI,Darius Slay,fumbles,0,0
PHI,Fred Johnson,fumbles,0,0
PHI,Grant Calcaterra,fumbles,0,0
PHI,Jalen Hurts,fumbles,9,5
PHI,Jordan Davis,fumbles,0,0
PHI,Kelee Ringo,fumbles,0,0
PHI,Kenny Pickett,fumbles,1,0
PHI,Lane Johnson,fumbles,0,0
PHI,Milton Williams,fumbles,0,0
PHI,Nakobe Dean,fumbles,0,0
PHI,Nick Gates,fumbles,1,0
PHI,Nolan Smith Jr.,fumbles,0,0
PHI,Reed Blankenship,fumbles,0,0
PHI,Saquon Barkley,fumbles,2,1
PHI,Tanner McKee,fumbles,0,0
PHI,Zack Baun,fumbles,0,0
