team,player,category,INT,YDS,TD
PHI,C.J. Gardner-Johnson,interceptions,6,116,1
PHI,Nakobe Dean,interceptions,1,0,0
PHI,Reed Blankenship,interceptions,4,29,0
PHI,Sydney Brown,interceptions,1,21,0
PHI,Zack Baun,interceptions,1,0,0
