team,player,category,REC,YDS,AVG,TD,LONG,TGTS
PHI,A.J. Brown,receiving,67,1079,16.2,7,67,97
PHI,Ainias Smith,receiving,7,41,3.93,1,15,9
PHI,Ben VanSumeren,receiving,1,0,0.0,0,0,1
PHI,Britain Covey,receiving,7,34,4.93,0,11,8
PHI,Dallas Goedert,receiving,42,496,10.14,2,61,52
PHI,DeVonta Smith,receiving,68,833,11.65,8,49,89
PHI,E.J. Jenkins,receiving,1,7,3.5,1,7,2
PHI,Grant Calcaterra,receiving,24,298,12.3,1,34,30
PHI,Jack Stoll,receiving,2,10,5.0,0,6,3
PHI,Jahan Dotson,receiving,19,216,8.99,0,36,33
PHI,John Ross,receiving,1,6,6.0,0,6,2
PHI,Johnny Wilson,receiving,5,38,2.44,1,9,15
PHI,Kenny Gainwell,receiving,16,116,5.38,0,16,22
PHI,Parris Campbell,receiving,6,30,2.7,1,7,8
PHI,Saquon Barkley,receiving,33,278,7.54,2,43,43
PHI,Will Shipley,receiving,4,35,8.8,0,13,4
