team,player,category,FUM,LOST
ARI,DeAndre Hopkins,fumbles,1,0
ARI,Kyler Murray,fumbles,1,0
ATL,Marcus Mariota,fumbles,1,0
BAL,Geno Stone,fumbles,0,0
BAL,Odafe Oweh,fumbles,0,0
BAL,Justice Hill,fumbles,1,1
CHI,David Montgomery,fumbles,0,0
CHI,Justin Fields,fumbles,4,0
CHI,Dante Pettis,fumbles,1,0
CHI,Justin Jones,fumbles,0,0
CLE,Jacoby Brissett,fumbles,2,1
CLE,Donovan Peoples-Jones,fumbles,1,1
CLE,Ethan Pocic,fumbles,0,0
CLE,Isaiah Thomas,fumbles,0,0
DAL,DeMarcus Lawrence,fumbles,0,0
DAL,Anthony Barr,fumbles,0,0
DAL,Dorance Armstrong,fumbles,1,0
DAL,Noah Brown,fumbles,1,1
DAL,Sam Williams,fumbles,0,0
DEN,Brett Rypien,fumbles,1,0
DET,Jared Goff,fumbles,2,2
DET,Scott Daly,fumbles,1,0
DET,Brock Wright,fumbles,0,0
DET,Jack Fox,fumbles,0,0
DET,Jamaal Williams,fumbles,2,1
DET,Amani Oruwariye,fumbles,0,0
GB,Amari Rodgers,fumbles,2,1
GB,Aaron Rodgers,fumbles,1,0
GB,Zach Tom,fumbles,0,0
IND,Michael Pittman Jr.,fumbles,1,1
IND,Bobby Okereke,fumbles,0,0
JAX,Travis Etienne Jr.,fumbles,1,1
KC,Malik Herring,fumbles,0,0
KC,Patrick Mahomes,fumbles,1,0
KC,Skyy Moore,fumbles,1,1
LAC,Tre' McKitty,fumbles,0,0
LAC,Justin Herbert,fumbles,1,1
LAC,Austin Ekeler,fumbles,1,0
LAC,Khalil Mack,fumbles,0,0
LV,Derek Carr,fumbles,1,0
LV,DJ Turner,fumbles,1,0
NE,Bailey Zappe,fumbles,1,1
NYG,Julian Love,fumbles,0,0
SEA,Darrell Taylor,fumbles,0,0
SEA,Geno Smith,fumbles,1,1
SF,Jimmy Garoppolo,fumbles,1,1
SF,Samuel Womack III,fumbles,0,0
TB,Robert Hainsey,fumbles,1,0
TB,Tom Brady,fumbles,0,0
TEN,Amani Hooker,fumbles,0,0
TEN,Ryan Tannehill,fumbles,1,1
WSH,Percy Butler,fumbles,0,0
