team,player,category,REC,YDS,AVG,TD,LONG,TGTS
ARI,Robbie Chosen,receiving,0,0,0.0,0,0,1
ARI,Greg Dortch,receiving,1,5,5.0,1,5,1
ARI,Eno Benjamin,receiving,4,21,5.3,0,16,5
ARI,Keaontay Ingram,receiving,2,23,11.5,0,24,2
ARI,Rondale Moore,receiving,1,31,31.0,0,31,2
ARI,DeAndre Hopkins,receiving,10,103,10.3,0,18,14
ATL,Olamide Zaccheaus,receiving,3,31,10.3,0,12,4
ATL,Damiere Byrd,receiving,1,75,75.0,1,75,1
ATL,Kyle Pitts Sr.,receiving,3,9,3.0,0,7,5
ATL,Avery Williams,receiving,0,0,0.0,0,0,1
ATL,Drake London,receiving,1,9,9.0,0,9,1
BAL,Rashod Bateman,receiving,4,42,10.5,0,26,5
BAL,Devin Duvernay,receiving,2,42,21.0,0,31,3
BAL,Patrick Ricard,receiving,2,20,10.0,0,19,2
BAL,Isaiah Likely,receiving,1,16,16.0,0,16,1
BAL,Josh Oliver,receiving,0,0,0.0,0,0,1
BAL,Mark Andrews,receiving,0,0,0.0,0,0,2
BAL,Gus Edwards,receiving,0,0,0.0,0,0,1
BAL,Kenyan Drake,receiving,0,0,0.0,0,0,1
CAR,Ian Thomas,receiving,1,3,3.0,0,3,1
CAR,Laviska Shenault Jr.,receiving,1,8,8.0,0,8,1
CAR,Chuba Hubbard,receiving,2,10,5.0,0,7,3
CAR,D'Onta Foreman,receiving,2,27,13.5,0,23,2
CAR,Tommy Tremble,receiving,1,29,29.0,1,29,1
CAR,Terrace Marshall Jr.,receiving,2,31,15.5,0,20,3
CAR,DJ Moore,receiving,7,69,9.9,1,21,10
CHI,Ryan Griffin,receiving,1,5,5.0,0,5,1
CHI,Dante Pettis,receiving,1,2,2.0,0,2,1
CHI,N'Keal Harry,receiving,1,14,14.0,0,14,1
CHI,Khalil Herbert,receiving,1,25,25.0,1,25,2
CHI,Cole Kmet,receiving,2,32,16.0,0,26,3
CHI,Equanimeous St. Brown,receiving,4,48,12.0,0,19,7
CHI,Darnell Mooney,receiving,3,53,17.7,0,20,6
CIN,Tee Higgins,receiving,5,93,18.6,0,25,7
CIN,Samaje Perine,receiving,2,8,4.0,0,6,2
CIN,Mitchell Wilcox,receiving,2,14,7.0,0,8,2
CIN,Joe Mixon,receiving,3,33,11.0,0,22,3
CIN,Hayden Hurst,receiving,6,48,8.0,0,14,8
CIN,Ja'Marr Chase,receiving,8,130,16.3,2,41,11
CIN,Tyler Boyd,receiving,8,155,19.4,1,60,9
CLE,Donovan Peoples-Jones,receiving,6,71,11.8,0,37,6
CLE,Nick Chubb,receiving,2,16,8.0,0,14,3
CLE,Harrison Bryant,receiving,2,15,7.5,0,14,2
CLE,Amari Cooper,receiving,3,74,24.7,0,55,4
CLE,David Bell,receiving,1,7,7.0,0,7,1
CLE,David Njoku,receiving,7,71,10.1,0,22,7
CLE,Kareem Hunt,receiving,1,4,4.0,0,4,2
DAL,Michael Gallup,receiving,0,0,0.0,0,0,2
DAL,Peyton Hendershot,receiving,2,5,2.5,1,3,2
DAL,Jake Ferguson,receiving,1,7,7.0,0,7,1
DAL,Tony Pollard,receiving,2,26,13.0,0,19,2
DAL,Dalton Schultz,receiving,5,49,9.8,0,15,5
DAL,Noah Brown,receiving,5,50,10.0,0,15,7
DAL,CeeDee Lamb,receiving,4,70,17.5,0,24,6
DEN,Eric Tomlinson,receiving,2,21,10.5,0,13,2
DEN,Courtland Sutton,receiving,3,23,7.7,0,11,9
DEN,Greg Dulcich,receiving,6,51,8.5,0,16,9
DEN,Andrew Beck,receiving,0,0,0.0,0,0,1
DEN,KJ Hamler,receiving,1,4,4.0,0,4,4
DEN,Eric Saubert,receiving,0,0,0.0,0,0,1
DEN,Latavius Murray,receiving,2,-1,-0.5,0,1,3
DEN,Jerry Jeudy,receiving,7,96,13.7,0,45,11
DEN,Melvin Gordon III,receiving,2,17,8.5,0,13,4
DEN,Kendall Hinton,receiving,1,14,14.0,0,14,1
DET,Craig Reynolds,receiving,3,18,6.0,0,11,3
DET,Kalif Raymond,receiving,5,75,15.0,0,20,6
DET,Brock Wright,receiving,4,57,14.3,0,23,4
DET,Amon-Ra St. Brown,receiving,1,4,4.0,0,4,1
DET,Jamaal Williams,receiving,1,4,4.0,0,4,1
DET,Josh Reynolds,receiving,1,8,8.0,0,8,2
DET,Tom Kennedy,receiving,2,14,7.0,0,9,3
DET,T.J. Hockenson,receiving,4,48,12.0,0,16,5
GB,Allen Lazard,receiving,6,55,9.2,0,17,7
GB,Amari Rodgers,receiving,2,14,7.0,0,11,3
GB,Sammy Watkins,receiving,2,36,18.0,0,28,4
GB,Samori Toure,receiving,1,4,4.0,0,4,1
GB,Robert Tonyan,receiving,3,32,10.7,0,21,4
GB,Romeo Doubs,receiving,0,0,0.0,0,0,4
GB,Aaron Jones Sr.,receiving,9,53,5.9,2,21,10
HOU,Phillip Dorsett II,receiving,2,45,22.5,1,25,3
HOU,Brandin Cooks,receiving,4,46,11.5,0,24,5
HOU,Dare Ogunbowale,receiving,5,54,10.8,0,23,7
HOU,Dameon Pierce,receiving,4,25,6.3,0,11,4
HOU,Jordan Akins,receiving,3,68,22.7,0,39,4
HOU,Rex Burkhead,receiving,5,11,2.2,0,5,6
HOU,Brevin Jordan,receiving,0,0,0.0,0,0,4
HOU,Nico Collins,receiving,3,33,11.0,0,15,3
HOU,Chris Moore,receiving,2,20,10.0,1,13,4
IND,Kylen Granson,receiving,1,6,6.0,0,6,1
IND,Alec Pierce,receiving,3,37,12.3,0,20,4
IND,Nyheim Hines,receiving,5,41,8.2,0,14,5
IND,Jonathan Taylor,receiving,7,27,3.9,0,9,8
IND,Parris Campbell,receiving,10,70,7.0,1,11,12
IND,Michael Pittman Jr.,receiving,6,58,9.7,0,14,9
IND,Jelani Woods,receiving,1,4,4.0,0,4,2
JAX,James Robinson,receiving,0,0,0.0,0,0,1
JAX,Travis Etienne Jr.,receiving,1,5,5.0,0,5,5
JAX,Tim Jones,receiving,1,7,7.0,0,7,1
JAX,Dan Arnold,receiving,1,24,24.0,0,24,1
JAX,Zay Jones,receiving,4,54,13.5,0,20,10
JAX,Marvin Jones Jr.,receiving,4,57,14.3,0,28,8
JAX,Evan Engram,receiving,4,67,16.8,0,28,7
JAX,Christian Kirk,receiving,7,96,13.7,0,34,10
KC,Skyy Moore,receiving,0,0,0.0,0,0,1
KC,Clyde Edwards-Helaire,receiving,0,0,0.0,0,0,1
KC,Jody Fortson,receiving,1,8,8.0,0,8,2
KC,Noah Gray,receiving,1,10,10.0,0,10,1
KC,JuJu Smith-Schuster,receiving,7,124,17.7,1,45,8
KC,Marquez Valdes-Scantling,receiving,3,111,37.0,0,57,4
KC,Travis Kelce,receiving,6,98,16.3,0,27,8
KC,Mecole Hardman Jr.,receiving,4,32,8.0,1,18,4
KC,Jerick McKinnon,receiving,2,36,18.0,0,34,3
KC,Justin Watson,receiving,1,4,4.0,1,4,2
LAC,Mike Williams,receiving,7,86,12.3,1,21,9
LAC,Austin Ekeler,receiving,12,96,8.0,1,23,12
LAC,Keenan Allen,receiving,2,11,5.5,0,10,2
LAC,DeAndre Carter,receiving,3,37,12.3,0,22,7
LAC,Gerald Everett,receiving,5,63,12.6,0,24,9
LAC,Sony Michel,receiving,1,8,8.0,0,8,3
LAC,Jason Moore,receiving,1,5,5.0,0,5,2
LAC,Michael Bandy,receiving,1,-5,-5.0,0,-5,6
LAC,Justin Herbert,receiving,1,-8,-8.0,0,-8,1
LV,Josh Jacobs,receiving,3,12,4.0,0,5,4
LV,Foster Moreau,receiving,3,28,9.3,0,17,5
LV,Ameer Abdullah,receiving,2,7,3.5,0,5,2
LV,Hunter Renfrow,receiving,3,55,18.3,0,27,3
LV,Davante Adams,receiving,8,95,11.9,0,16,9
LV,Mack Hollins,receiving,2,44,22.0,1,26,3
MIA,Chase Edmonds,receiving,0,0,0.0,0,0,2
MIA,Mike Gesicki,receiving,3,27,9.0,0,18,7
MIA,Raheem Mostert,receiving,4,30,7.5,1,18,5
MIA,Trent Sherfield,receiving,3,44,14.7,0,32,3
MIA,Jaylen Waddle,receiving,4,88,22.0,0,25,5
MIA,Tyreek Hill,receiving,7,72,10.3,0,21,13
NE,DeVante Parker,receiving,3,68,22.7,0,43,5
NE,Rhamondre Stevenson,receiving,8,59,7.4,0,20,8
NE,Jakobi Meyers,receiving,2,34,17.0,1,30,2
NE,Tyquan Thornton,receiving,1,19,19.0,0,19,5
NE,Hunter Henry,receiving,1,12,12.0,0,12,2
NE,Jonnu Smith,receiving,1,4,4.0,0,4,3
NE,Nelson Agholor,receiving,0,0,0.0,0,0,1
NE,Damien Harris,receiving,1,2,2.0,0,2,2
NO,Chris Olave,receiving,7,106,15.1,0,41,14
NO,Kevin White,receiving,1,64,64.0,0,64,1
NO,Tre'Quan Smith,receiving,5,59,11.8,0,20,6
NO,Alvin Kamara,receiving,7,56,8.0,0,12,9
NO,Rashid Shaheed,receiving,1,53,53.0,1,53,1
NO,Juwan Johnson,receiving,5,32,6.4,2,17,5
NO,Marquez Callaway,receiving,2,20,10.0,0,12,6
NO,Mark Ingram II,receiving,3,16,5.3,0,11,3
NO,Taysom Hill,receiving,1,3,3.0,1,3,1
NYG,Wan'Dale Robinson,receiving,6,50,8.3,0,17,8
NYG,Saquon Barkley,receiving,4,25,6.3,0,9,4
NYG,Chris Myarick,receiving,2,21,10.5,0,11,2
NYG,David Sills V,receiving,1,19,19.0,0,19,1
NYG,Marcus Johnson,receiving,0,0,0.0,0,0,3
NYG,Daniel Bellinger,receiving,1,13,13.0,0,13,1
NYG,Richie James,receiving,1,2,2.0,0,2,2
NYG,Tanner Hudson,receiving,0,0,0.0,0,0,1
NYG,Matt Breida,receiving,1,14,14.0,0,14,1
NYG,Darius Slayton,receiving,3,58,19.3,1,32,6
NYJ,Jeff Smith,receiving,0,0,0.0,0,0,1
NYJ,Corey Davis,receiving,0,0,0.0,0,0,1
NYJ,Braxton Berrios,receiving,3,15,5.0,0,8,4
NYJ,Michael Carter,receiving,2,45,22.5,0,37,2
NYJ,Denzel Mims,receiving,1,4,4.0,0,4,2
NYJ,C.J. Uzomah,receiving,1,5,5.0,0,5,2
NYJ,Ty Johnson,receiving,1,6,6.0,0,6,1
NYJ,Garrett Wilson,receiving,4,24,6.0,0,12,4
NYJ,Tyler Conklin,receiving,4,22,5.5,0,8,6
PIT,Connor Heyward,receiving,1,6,6.0,0,6,1
PIT,Chase Claypool,receiving,5,41,8.2,0,12,8
PIT,Diontae Johnson,receiving,5,42,8.4,0,14,10
PIT,Zach Gentry,receiving,2,0,0.0,0,4,2
PIT,George Pickens,receiving,6,61,10.2,1,30,6
PIT,Pat Freiermuth,receiving,8,75,9.4,0,21,9
PIT,Najee Harris,receiving,3,15,5.0,0,12,4
PIT,Jaylen Warren,receiving,2,17,8.5,0,10,2
SEA,Will Dissly,receiving,4,45,11.3,0,16,4
SEA,Colby Parkinson,receiving,1,28,28.0,0,28,1
SEA,DK Metcalf,receiving,1,12,12.0,0,12,2
SEA,Marquise Goodwin,receiving,4,67,16.8,2,23,5
SEA,Tyler Lockett,receiving,7,45,6.4,0,14,8
SEA,Dee Eskridge,receiving,0,0,0.0,0,0,1
SEA,DeeJay Dallas,receiving,2,6,3.0,0,3,2
SEA,Noah Fant,receiving,1,7,7.0,0,7,3
SF,Danny Gray,receiving,0,0,0.0,0,0,2
SF,Tyrion Davis-Price,receiving,0,0,0.0,0,0,2
SF,Jauan Jennings,receiving,2,24,12.0,0,13,4
SF,Christian McCaffrey,receiving,2,24,12.0,0,13,2
SF,Jeff Wilson Jr.,receiving,0,0,0.0,0,0,1
SF,Deebo Samuel,receiving,5,42,8.4,0,22,7
SF,Ray-Ray McCloud III,receiving,4,65,16.3,1,22,4
SF,Brandon Aiyuk,receiving,7,82,11.7,0,21,11
SF,George Kittle,receiving,6,98,16.3,1,34,9
SF,Kyle Juszczyk,receiving,3,34,11.3,0,17,4
TB,Chris Godwin Jr.,receiving,7,43,6.1,0,10,13
TB,Cade Otton,receiving,4,64,16.0,0,35,5
TB,Mike Evans,receiving,9,96,10.7,0,20,15
TB,Russell Gage Jr.,receiving,4,39,9.8,0,20,5
TB,Ko Kieft,receiving,1,18,18.0,0,18,1
TB,Kyle Rudolph,receiving,1,8,8.0,0,8,1
TB,Rachaad White,receiving,1,8,8.0,0,8,2
TB,Leonard Fournette,receiving,2,7,3.5,0,7,3
TB,Scotty Miller,receiving,2,6,3.0,0,4,2
TB,Jaelon Darden,receiving,1,1,1.0,0,1,1
TEN,Austin Hooper,receiving,3,56,18.7,0,23,3
TEN,Cody Hollister,receiving,2,32,16.0,0,27,2
TEN,Robert Woods,receiving,3,26,8.7,0,13,4
TEN,Derrick Henry,receiving,3,10,3.3,0,9,3
TEN,Dontrell Hilliard,receiving,0,0,0.0,0,0,2
TEN,Mason Kinsey,receiving,1,3,3.0,0,3,1
TEN,Geoff Swaim,receiving,0,0,0.0,0,0,1
TEN,Nick Westbrook-Ikhine,receiving,0,0,0.0,0,0,2
TEN,Chig Okonkwo,receiving,0,0,0.0,0,0,1
TEN,Hassan Haskins,receiving,1,5,5.0,0,5,1
WSH,Terry McLaurin,receiving,5,73,14.6,1,37,8
WSH,Cole Turner,receiving,0,0,0.0,0,0,2
WSH,J.D. McKissic,receiving,0,0,0.0,0,0,2
WSH,Dax Milne,receiving,1,4,4.0,0,4,1
WSH,Cam Sims,receiving,1,12,12.0,0,12,2
WSH,Antonio Gibson,receiving,3,18,6.0,1,9,4
WSH,Armani Rogers,receiving,3,28,9.3,0,17,3
WSH,Curtis Samuel,receiving,5,53,10.6,0,26,8
WSH,Brian Robinson Jr.,receiving,2,13,6.5,0,7,2
