team,player,category,YDS,AVG,TD,INT,SACKS,COMP,ATT
ARI,Kyler Murray,passing,204,7.0,1,0,2,20,29
ATL,Marcus Mariota,passing,124,9.5,1,0,3,8,13
BAL,Lamar Jackson,passing,120,7.5,0,0,3,9,16
CAR,PJ Walker,passing,177,8.0,2,0,1,16,22
CHI,Justin Fields,passing,179,8.5,1,1,4,13,21
CIN,Joe Burrow,passing,481,11.5,3,0,3,34,42
CLE,Jacoby Brissett,passing,258,9.6,0,0,5,22,27
DAL,Dak Prescott,passing,207,8.3,1,0,2,19,25
DEN,Brett Rypien,passing,225,4.9,0,1,1,24,46
DET,Jared Goff,passing,228,8.8,0,2,5,21,26
GB,Aaron Rodgers,passing,194,5.5,2,0,0,23,35
HOU,Davis Mills,passing,302,7.4,2,1,1,28,41
IND,Matt Ryan,passing,243,5.5,1,2,3,33,44
JAX,Trevor Lawrence,passing,310,7.2,0,0,0,22,43
JAX,Christian Kirk,passing,0,0.0,0,0,0,0,1
KC,Chad Henne,passing,0,0.0,0,0,0,0,2
KC,Patrick Mahomes,passing,423,12.4,3,1,1,25,34
LAC,Justin Herbert,passing,293,5.7,2,1,3,33,51
LV,Derek Carr,passing,241,8.9,1,0,1,21,27
MIA,Tua Tagovailoa,passing,261,7.5,1,0,0,21,35
NE,Mac Jones,passing,13,2.2,0,1,0,3,6
NE,Bailey Zappe,passing,185,8.4,1,2,1,14,22
NO,Taysom Hill,passing,48,24.0,0,0,0,2,2
NO,Andy Dalton,passing,361,7.7,4,3,0,30,47
NYG,Daniel Jones,passing,202,6.7,1,0,1,19,30
NYJ,Zach Wilson,passing,121,4.7,0,0,3,16,26
PIT,Kenny Pickett,passing,257,5.8,1,3,2,32,44
SEA,Geno Smith,passing,210,7.8,2,1,2,20,27
SF,Jimmy Garoppolo,passing,303,8.2,2,1,5,25,37
SF,Brock Purdy,passing,66,7.3,0,1,0,4,9
TB,Tom Brady,passing,290,5.9,0,0,1,32,49
TEN,Ryan Tannehill,passing,132,6.6,0,0,2,13,20
WSH,Taylor Heinicke,passing,201,6.1,2,1,1,20,33
