team,player,category,CAR,YDS,AVG,TD,LONG
ARI,Eno Benjamin,rushing,12,92,7.7,1,45
ARI,Kyler Murray,rushing,7,30,4.3,0,17
ARI,Keaontay Ingram,rushing,9,14,1.6,1,11
ARI,Greg Dortch,rushing,1,1,1.0,0,1
ATL,Marcus Mariota,rushing,6,31,5.2,0,11
ATL,Tyler Allgeier,rushing,16,50,3.1,1,9
ATL,Avery Williams,rushing,1,4,4.0,0,4
ATL,Caleb Huntley,rushing,6,22,3.7,0,10
BAL,Kenyan Drake,rushing,11,5,0.5,0,4
BAL,Mark Andrews,rushing,1,4,4.0,0,4
BAL,Patrick Ricard,rushing,1,0,0.0,0,0
BAL,Gus Edwards,rushing,16,66,4.1,2,12
BAL,Lamar Jackson,rushing,10,59,5.9,0,11
BAL,Justice Hill,rushing,5,26,5.2,0,9
CAR,Raheem Blackshear,rushing,2,-5,-2.5,0,-1
CAR,D'Onta Foreman,rushing,15,118,7.9,0,60
CAR,Chuba Hubbard,rushing,9,63,7.0,1,17
CAR,DJ Moore,rushing,1,-3,-3.0,0,-3
CHI,Justin Fields,rushing,14,82,5.9,1,20
CHI,David Montgomery,rushing,15,62,4.1,1,12
CHI,Dante Pettis,rushing,1,29,29.0,0,29
CHI,Khalil Herbert,rushing,12,62,5.2,0,13
CHI,Trestan Ebner,rushing,3,8,2.7,0,5
CIN,Samaje Perine,rushing,1,0,0.0,0,0
CIN,Joe Mixon,rushing,17,58,3.4,1,11
CIN,Joe Burrow,rushing,3,20,6.7,1,20
CLE,Jacoby Brissett,rushing,3,18,6.0,0,10
CLE,Kareem Hunt,rushing,5,4,0.8,1,6
CLE,Nick Chubb,rushing,16,91,5.7,1,22
DAL,Tony Pollard,rushing,12,83,6.9,0,28
DAL,Ezekiel Elliott,rushing,15,57,3.8,2,18
DAL,KaVontae Turpin,rushing,1,3,3.0,0,3
DAL,CeeDee Lamb,rushing,1,-4,-4.0,0,-4
DAL,Dak Prescott,rushing,3,0,0.0,0,2
DEN,KJ Hamler,rushing,1,14,14.0,0,14
DEN,Mike Boone,rushing,4,23,5.8,0,15
DEN,Melvin Gordon III,rushing,11,33,3.0,0,7
DEN,Brett Rypien,rushing,3,9,3.0,0,6
DEN,Montrell Washington,rushing,1,2,2.0,0,2
DEN,Latavius Murray,rushing,8,24,3.0,1,5
DET,Justin Jackson,rushing,3,2,0.7,0,5
DET,Jared Goff,rushing,1,4,4.0,0,4
DET,Craig Reynolds,rushing,4,12,3.0,0,8
DET,Kalif Raymond,rushing,2,20,10.0,0,12
DET,Jamaal Williams,rushing,15,79,5.3,0,20
GB,Aaron Jones Sr.,rushing,8,23,2.9,0,8
GB,AJ Dillon,rushing,4,15,3.8,0,7
HOU,Rex Burkhead,rushing,2,8,4.0,0,4
HOU,Dare Ogunbowale,rushing,1,8,8.0,0,8
HOU,Dameon Pierce,rushing,20,92,4.6,0,22
IND,Jonathan Taylor,rushing,10,58,5.8,0,14
IND,Deon Jackson,rushing,2,3,1.5,0,4
IND,Matt Ryan,rushing,1,2,2.0,0,2
IND,Nyheim Hines,rushing,4,2,0.5,0,2
JAX,Travis Etienne Jr.,rushing,14,114,8.1,1,49
JAX,Zay Jones,rushing,1,14,14.0,0,14
JAX,JaMycal Hasty,rushing,1,6,6.0,0,6
JAX,Christian Kirk,rushing,1,5,5.0,0,5
JAX,Trevor Lawrence,rushing,4,3,0.8,1,1
KC,Chad Henne,rushing,3,-3,-1.0,0,-1
KC,Isiah Pacheco,rushing,8,43,5.4,0,17
KC,Clyde Edwards-Helaire,rushing,6,32,5.3,1,16
KC,Mecole Hardman Jr.,rushing,2,28,14.0,2,25
KC,Jerick McKinnon,rushing,2,12,6.0,0,9
LAC,Justin Herbert,rushing,3,22,7.3,0,14
LAC,Sony Michel,rushing,2,5,2.5,0,4
LAC,Austin Ekeler,rushing,9,31,3.4,1,13
LAC,Isaiah Spiller,rushing,1,-5,-5.0,0,-5
LV,Zamir White,rushing,1,2,2.0,0,2
LV,DJ Turner,rushing,3,20,6.7,0,18
LV,Josh Jacobs,rushing,20,143,7.2,3,15
LV,Derek Carr,rushing,3,-1,-0.3,0,0
MIA,Tua Tagovailoa,rushing,4,15,3.8,0,7
