team,player,category,REC,YDS,AVG,TD,LONG,TGTS
BAL,Charlie Kolar,receiving,7,87,11.95,1,19,9
BAL,Devin Duvernay,receiving,4,18,1.8,0,10,9
BAL,Gus Edwards,receiving,12,180,18.72,0,80,13
BAL,Isaiah Likely,receiving,30,411,11.79,5,54,40
BAL,J.K. Dobbins,receiving,2,15,7.5,0,10,3
BAL,Justice Hill,receiving,28,206,5.32,1,24,39
BAL,Keaton Mitchell,receiving,9,93,10.43,0,32,11
BAL,Kenyan Drake,receiving,2,31,15.5,0,24,3
BAL,Laquon Treadwell,receiving,1,16,16.0,0,16,3
BAL,Mark Andrews,receiving,45,544,13.01,6,38,61
BAL,Melvin Gordon III,receiving,3,46,17.25,0,23,3
BAL,Nelson Agholor,receiving,35,381,10.06,4,37,45
BAL,Odell Beckham Jr.,receiving,35,565,16.49,3,51,64
BAL,Patrick Ricard,receiving,5,52,6.08,1,28,7
BAL,Rashod Bateman,receiving,32,367,11.27,1,29,56
BAL,Tylan Wallace,receiving,1,11,11.0,0,11,2
BAL,Zay Flowers,receiving,77,858,12.48,5,75,108
