team,player,category,FUM,LOST
BAL,Arthur Maulet,fumbles,0,0
BAL,Brent Urban,fumbles,0,0
BAL,Broderick Washington Jr.,fumbles,0,0
BAL,Del'Shawn Phillips,fumbles,0,0
BAL,Devin Duvernay,fumbles,0,0
BAL,Gus Edwards,fumbles,3,2
BAL,Jadeveon Clowney,fumbles,0,0
BAL,John Simpson,fumbles,0,0
BAL,Justice Hill,fumbles,1,1
BAL,Kenyan Drake,fumbles,1,1
BAL,Kevin Zeitler,fumbles,0,0
BAL,Kevon Seymour,fumbles,1,0
BAL,Lamar Jackson,fumbles,11,6
BAL,Mark Andrews,fumbles,1,0
BAL,Melvin Gordon III,fumbles,1,1
BAL,Michael Pierce,fumbles,0,0
BAL,Nelson Agholor,fumbles,1,0
BAL,Odell Beckham Jr.,fumbles,1,1
BAL,Patrick Queen,fumbles,0,0
BAL,Sam Mustipher,fumbles,1,0
BAL,Trenton Simpson,fumbles,0,0
BAL,Tyler Linderbaum,fumbles,1,0
