team,player,category,FUM,LOST
NO,Adam Prentice,fumbles,1,0
NO,Adam Trautman,fumbles,0,0
NO,Alvin Kamara,fumbles,4,4
NO,Andy Dalton,fumbles,5,1
NO,Bradley Roby,fumbles,0,0
NO,Carl Granderson,fumbles,0,0
NO,Chris Olave,fumbles,2,2
NO,David Johnson,fumbles,1,1
NO,David Onyemata,fumbles,0,0
NO,Demario Davis,fumbles,0,0
NO,Deonte Harty,fumbles,1,1
NO,Jameis Winston,fumbles,3,0
NO,James Hurst,fumbles,0,0
NO,Jarvis Landry,fumbles,1,0
NO,Mark Ingram II,fumbles,2,2
NO,Rashid Shaheed,fumbles,1,0
NO,Taysom Hill,fumbles,2,0
NO,Tyrann Mathieu,fumbles,0,0
