team,player,category,YDS,AVG,TD,INT,SACKS,COMP,ATT
NO,Andy Dalton,passing,2871,7.64,18,9,25,252,378
NO,Jameis Winston,passing,858,7.47,4,5,11,73,115
NO,Taysom Hill,passing,240,12.97,2,0,2,13,19
