team,player,category,CAR,YDS,AVG,TD,LONG
ARI,Colt McCoy,rushing,14,36,2.2,0,9
ARI,Corey Clement,rushing,15,55,3.75,1,12
ARI,Darrel Williams,rushing,21,102,4.76,1,30
ARI,David Blough,rushing,4,5,1.25,0,4
ARI,Eno Benjamin,rushing,70,299,4.44,2,45
ARI,Greg Dortch,rushing,7,44,4.95,0,20
ARI,Hollywood Brown,rushing,1,1,1.0,0,1
ARI,James Conner,rushing,183,782,4.33,7,23
ARI,Keaontay Ingram,rushing,27,60,2.19,1,13
ARI,Kyler Murray,rushing,67,418,6.08,3,42
ARI,Pharoh Cooper,rushing,4,15,3.75,0,6
ARI,Rondale Moore,rushing,6,-5,-1.88,0,9
ARI,Trace McSorley,rushing,15,61,5.4,0,14
