week,opponent,result
1,CIN,WIN
2,SEA,LOSS
3,NYJ,LOSS
4,SF,LOSS
5,MIA,LOSS
6,HOU,LOSS
7,JAX,LOSS
8,NYJ,WIN
9,TEN,LOSS
10,CHI,WIN
11,LAR,LOSS
12,MIA,LOSS
13,IND,LOSS
14,BYE,BYE
15,ARI,LOSS
16,BUF,LOSS
17,LAC,LOSS
18,BUF,WIN
