week,opponent,result
1,CHI,WIN
2,ATL,LOSS
3,NO,WIN
4,DET,LOSS
5,LV,LOSS
6,BYE,BYE
7,DEN,LOSS
8,MIN,LOSS
9,LAR,WIN
10,PIT,LOSS
11,LAC,WIN
12,DET,WIN
13,KC,WIN
14,NYG,LOSS
15,TB,LOSS
16,CAR,WIN
17,MIN,WIN
18,CHI,WIN
