team,player,category,INT,YDS,TD
ATL,Jessie Bates III,interceptions,1,0,0
BAL,Marlon Humphrey,interceptions,1,0,0
BUF,Ja'Marcus Ingram,interceptions,2,56,1
BUF,Christian Benford,interceptions,1,6,0
CAR,Jaycee Horn,interceptions,1,0,0
CIN,Cam Taylor-Britt,interceptions,1,0,0
CIN,Akeem Davis-Gaither,interceptions,1,12,0
DAL,Donovan Wilson,interceptions,1,0,0
DET,Brian Branch,interceptions,1,1,0
GB,Xavier McKinney,interceptions,1,18,0
GB,Evan Williams,interceptions,1,1,0
GB,Eric Wilson,interceptions,1,0,0
HOU,Kamari Lassiter,interceptions,1,9,0
HOU,Derek Stingley Jr.,interceptions,1,0,0
LAC,Elijah Molden,interceptions,1,3,0
LV,Robert Spillane,interceptions,1,0,0
MIN,Joshua Metellus,interceptions,1,12,0
NO,Tyrann Mathieu,interceptions,1,0,0
NO,Paulson Adebo,interceptions,1,47,0
NYJ,Brandin Echols,interceptions,1,0,0
PIT,Damontae Kazee,interceptions,1,5,0
PIT,Cory Trice Jr.,interceptions,1,0,0
SF,Fred Warner,interceptions,1,25,0
TB,Zyon McCollum,interceptions,1,4,0
TB,Christian Izien,interceptions,1,17,0
