team,player,category,YDS,AVG,TD,INT,SACKS,COMP,ATT
ARI,Matt Haack,passing,28,28.0,0,0,0,1,1
ARI,Jacoby Brissett,passing,243,7.8,2,1,6,22,31
ATL,Kirk Cousins,passing,180,5.6,1,1,4,18,32
BAL,Lamar Jackson,passing,238,13.2,3,1,3,11,18
BUF,Mitchell Trubisky,passing,259,8.9,4,0,0,22,29
CAR,Bryce Young,passing,266,7.6,2,1,0,24,35
CHI,Caleb Williams,passing,212,6.4,2,1,1,20,33
CIN,Joe Burrow,passing,236,6.1,3,1,2,29,39
CLE,Shedeur Sanders,passing,111,5.0,0,0,6,11,22
DAL,Joe Milton III,passing,73,5.6,0,1,0,7,13
DAL,Dak Prescott,passing,70,6.4,0,0,0,7,11
DEN,Bo Nix,passing,141,6.1,0,0,4,14,23
DET,David Montgomery,passing,0,0.0,0,0,1,0,0
DET,Jared Goff,passing,331,7.9,1,1,2,27,42
GB,Clayton Tune,passing,34,3.1,0,0,4,6,11
HOU,C.J. Stroud,passing,169,7.3,1,0,0,14,23
HOU,Davis Mills,passing,36,4.0,0,0,0,3,9
IND,Riley Leonard,passing,270,7.9,2,1,1,21,34
IND,Rigoberto Sanchez,passing,16,16.0,0,0,0,1,1
JAX,Trevor Lawrence,passing,255,8.5,3,0,2,22,30
JAX,Nick Mullens,passing,16,8.0,0,0,0,2,2
KC,Chris Oladokun,passing,58,3.4,0,0,3,11,17
KC,Shane Buechele,passing,88,6.3,0,0,5,7,14
LAC,Trey Lance,passing,136,3.1,0,1,4,20,44
LAR,Matthew Stafford,passing,259,6.5,4,0,1,25,40
LV,Kenny Pickett,passing,3,0.8,0,1,2,1,4
LV,Aidan O'Connell,passing,102,4.6,0,0,1,10,22
MIA,Zach Wilson,passing,0,0.0,0,0,0,0,2
MIA,Quinn Ewers,passing,137,6.0,1,1,4,16,23
MIN,Max Brosmer,passing,57,7.1,0,0,2,7,8
MIN,J.J. McCarthy,passing,182,7.9,0,0,0,14,23
NE,Joshua Dobbs,passing,23,5.8,0,0,0,3,4
NE,Drake Maye,passing,191,10.6,1,0,0,14,18
NO,Tyler Shough,passing,259,7.4,1,1,4,23,35
NYG,Jaxson Dart,passing,230,7.2,2,0,4,22,32
NYG,Gunner Olszewski,passing,0,0.0,0,0,0,0,1
NYJ,Brady Cook,passing,60,2.7,1,0,1,11,22
PHI,Tanner McKee,passing,241,6.0,1,1,3,21,40
PIT,Aaron Rodgers,passing,294,6.3,1,0,2,31,47
SEA,Sam Darnold,passing,198,7.6,0,0,2,20,26
SF,Brock Purdy,passing,127,4.7,0,1,3,19,27
TB,Baker Mayfield,passing,203,9.2,1,1,2,16,22
TEN,Brandon Allen,passing,72,2.4,0,1,1,17,30
TEN,Cam Ward,passing,52,17.3,0,0,0,3,3
WSH,Josh Johnson,passing,131,6.0,1,1,0,14,22
