team,player,category,PCT,LONG,PTS,FG_MADE,FG_ATT,EX_MADE,EX_ATT
ARI,Chad Ryland,kicking,100.0,56,8,2,2,2,2
ATL,Zane Gonzalez,kicking,100.0,51,13,4,4,1,1
BAL,Tyler Loop,kicking,50.0,40,6,1,2,3,3
BUF,Matt Prater,kicking,0.0,0,3,0,0,3,3
CAR,Ryan Fitzgerald,kicking,0.0,0,2,0,1,2,2
CIN,Evan McPherson,kicking,0.0,0,0,0,0,0,2
CLE,Andre Szmyt,kicking,100.0,49,8,2,2,2,2
DAL,Brandon Aubrey,kicking,50.0,22,5,1,2,2,2
DEN,Wil Lutz,kicking,100.0,41,13,4,4,1,1
DET,Jake Bates,kicking,80.0,42,13,4,5,1,1
GB,Brandon McManus,kicking,100.0,24,3,1,1,0,0
HOU,Ka'imi Fairbairn,kicking,100.0,51,20,6,6,2,2
IND,Blake Grupe,kicking,100.0,50,12,3,3,3,3
JAX,Cam Little,kicking,100.0,67,11,2,2,5,5
KC,Harrison Butker,kicking,100.0,47,12,4,4,0,0
LAC,Cameron Dicker,kicking,100.0,30,3,1,1,0,0
LAR,Harrison Mevis,kicking,100.0,42,13,3,3,4,4
LV,Daniel Carlson,kicking,100.0,60,12,4,4,0,0
MIA,Riley Patterson,kicking,100.0,52,4,1,1,1,1
MIN,Will Reichard,kicking,100.0,43,10,3,3,1,1
NE,Andy Borregales,kicking,50.0,59,8,1,2,5,5
NO,Charlie Smyth,kicking,50.0,29,5,1,2,2,2
NYG,Ben Sauls,kicking,100.0,45,14,4,4,2,2
PHI,Jake Elliott,kicking,100.0,39,5,1,1,2,2
PIT,Chris Boswell,kicking,100.0,57,8,2,2,2,3
SEA,Jason Myers,kicking,50.0,45,7,2,4,1,1
SF,Eddy Pineiro,kicking,100.0,48,3,1,1,0,0
TB,Chase McLaughlin,kicking,75.0,48,10,3,4,1,1
TEN,Joey Slye,kicking,0.0,0,1,0,1,1,1
WSH,Jake Moody,kicking,50.0,56,6,1,2,3,3
