week,opponent,result
1,NE,WIN
2,BUF,LOSS
3,LV,LOSS
4,IND,LOSS
5,TB,LOSS
6,JAX,LOSS
7,ATL,LOSS
8,BUF,LOSS
9,HOU,WIN
10,BAL,WIN
11,NYJ,WIN
12,CAR,WIN
13,NYG,WIN
14,BYE,BYE
15,NYJ,WIN
16,NO,WIN
17,TEN,LOSS
18,NE,WIN
